"sy","sys_id_ga","sch_id_ga","pct_chr_abs"
2024,715,104,20
2024,717,111,17
2024,719,100,25
2024,721,197,49
2024,721,1156,31
2024,721,1058,24
2024,721,5058,34
2024,721,114,31
2024,721,390,21
2024,721,5564,38
2024,721,115,33
2024,722,278,26
2024,722,378,25
2024,722,107,21
2024,722,294,29
2024,785,293,21
2024,625,311,10
2024,625,201,25
2024,625,2060,29
2024,625,5062,34
2024,625,301,40
2024,625,299,24
2024,625,199,33
2024,724,197,8
2024,786,103,15
2024,727,104,25
2024,729,190,26
2024,732,101,22
2024,732,201,20
2024,734,101,22
2024,745,395,29
2024,789,3050,18
2024,737,299,24
2024,737,3052,23
2024,738,103,26
2024,741,204,23
2024,741,191,22
2024,741,297,22
2024,744,108,25
2024,792,195,30
2024,792,103,25
2024,793,173,12
2024,746,106,21
2024,746,180,37
2024,746,206,36
2024,747,193,31
2024,747,291,16
2024,747,102,23
2024,748,395,30
2024,748,295,18
2024,750,199,15
2024,751,294,32
2024,751,194,33
2024,754,174,28
2024,755,475,22
2024,755,106,13
2024,755,575,19
2024,755,675,18
2024,755,775,15
2024,759,193,19
2024,601,103,28
2024,761,182,58
2024,761,315,69
2024,761,1409,45
2024,761,4058,50
2024,761,186,45
2024,761,4560,22
2024,761,192,34
2024,761,1412,62
2024,603,302,30
2024,605,189,21
2024,606,199,26
2024,607,101,28
2024,607,300,16
2024,607,3052,26
2024,608,105,37
2024,608,114,37
2024,608,198,42
2024,609,291,27
2024,610,101,20
2024,611,186,32
2024,611,105,34
2024,611,286,46
2024,611,204,38
2024,611,386,45
2024,611,198,44
2024,612,105,11
2024,613,1050,26
2024,763,201,8
2024,615,182,16
2024,764,191,9
2024,616,203,22
2024,616,2054,29
2024,617,288,17
2024,618,190,26
2024,765,3050,20
2024,620,295,18
2024,622,2052,21
2024,622,189,25
2024,622,5054,27
2024,766,1050,19
2024,767,2050,16
2024,623,109,16
2024,623,1052,36
2024,623,4052,21
2024,627,1050,38
2024,628,5050,17
2024,628,106,9
2024,628,176,17
2024,628,115,11
2024,628,191,12
2024,628,197,13
2024,773,3050,18
2024,629,102,50
2024,629,5556,39
2024,631,115,39
2024,631,1054,41
2024,631,1056,38
2024,631,190,38
2024,631,4058,38
2024,631,290,39
2024,631,104,34
2024,631,2052,43
2024,631,378,78
2024,631,377,40
2024,633,209,13
2024,633,1054,25
2024,633,192,13
2024,633,707,12
2024,633,103,25
2024,633,381,12
2024,633,1064,27
2024,633,2056,21
2024,633,2066,33
2024,633,4066,39
2024,633,188,14
2024,633,3056,29
2024,633,373,23
2024,633,1069,23
2024,634,195,27
2024,634,308,21
2024,635,1554,33
2024,636,4050,21
2024,636,197,9
2024,636,112,18
2024,636,183,19
2024,636,189,16
2024,637,111,19
2024,638,389,31
2024,638,5054,28
2024,638,196,21
2024,640,196,54
2024,772,4050,38
2024,642,198,16
2024,644,172,44
2024,644,5052,19
2024,644,4053,49
2024,644,2054,45
2024,644,4054,45
2024,644,2055,35
2024,644,5055,34
2024,644,3060,29
2024,644,202,58
2024,644,103,51
2024,644,3070,61
2024,644,105,53
2024,644,176,54
2024,644,5067,44
2024,644,497,36
2024,644,276,56
2024,644,4069,64
2024,644,1070,30
2024,643,3050,44
2024,645,103,21
2024,647,2052,39
2024,647,1058,40
2024,647,4062,28
2024,648,187,25
2024,648,100,28
2024,648,4050,38
2024,648,175,46
2024,648,212,37
2024,651,390,22
2024,651,197,19
2024,652,176,22
2024,653,189,22
2024,655,176,26
2024,656,398,22
2024,656,182,15
2024,656,192,15
2024,656,198,12
2024,656,105,13
2024,658,702,13
2024,658,704,16
2024,658,5050,13
2024,658,214,8
2024,658,195,15
2024,658,190,6
2024,658,107,11
2024,659,3050,26
2024,660,205,17
2024,660,176,61
2024,660,119,16
2024,660,198,25
2024,660,392,11
2024,660,291,39
2024,660,1322,5
2024,660,910,8
2024,660,1110,43
2024,660,106,21
2024,660,4062,28
2024,660,203,6
2024,660,191,22
2024,660,691,61
2024,660,5069,25
2024,776,3050,24
2024,661,196,34
2024,663,3552,33
2024,663,4752,18
2024,664,286,28
2024,664,106,19
2024,665,1050,22
2024,726,187,32
2024,726,101,26
2024,667,1710,22
2024,667,1050,57
2024,667,182,20
2024,667,3750,29
2024,667,195,26
2024,667,4052,27
2024,667,1814,34
2024,667,5550,35
2024,667,101,20
2024,667,1018,25
2024,667,1819,30
2024,667,187,51
2024,667,105,18
2024,667,1410,24
2024,667,103,37
2024,667,4556,10
2024,667,176,30
2024,667,1818,20
2024,667,805,21
2024,667,1820,20
2024,667,185,29
2024,667,2558,37
2024,668,2052,18
2024,668,106,13
2024,669,391,28
2024,669,102,33
2024,669,1552,36
2024,669,202,24
2024,669,4752,29
2024,669,1556,33
2024,669,189,31
2024,671,3050,27
2024,672,299,12
2024,674,110,18
2024,675,105,31
2024,675,391,37
2024,675,315,35
2024,675,214,34
2024,675,104,33
2024,675,3050,37
2024,675,307,18
2024,675,295,35
2024,675,101,13
2024,675,408,19
2024,676,192,14
2024,676,2052,31
2024,676,1054,21
2024,676,111,13
2024,676,4056,29
2024,678,191,22
2024,679,108,19
2024,680,199,30
2024,779,174,15
2024,681,196,28
2024,684,192,29
2024,685,175,24
2024,687,197,31
2024,687,110,19
2024,688,193,15
2024,689,105,45
2024,689,192,42
2024,691,205,24
2024,692,5050,16
2024,693,101,20
2024,695,5050,28
2024,781,101,36
2024,697,192,32
2024,702,184,8
2024,704,1050,14
2024,705,190,29
2024,705,112,30
2024,706,5052,41
2024,706,2062,34
2024,706,5062,45
2024,706,1064,40
2024,706,203,20
2024,706,278,23
2024,706,378,49
2024,707,206,34
2024,707,295,19
2024,707,173,29
2024,708,105,15
2024,708,293,19
2024,709,2050,23
2024,710,292,27
2024,710,101,30
2024,710,109,20
2024,710,2552,38
2024,710,106,29
2024,711,2052,35
2024,712,198,27
2024,713,182,21
2024,714,194,17
2024,715,5050,20
2024,715,102,21
2024,717,114,31
2024,719,177,21
2024,721,4060,39
2024,721,1052,56
2024,721,100,42
2024,721,3054,48
2024,721,2056,51
2024,721,3756,59
2024,721,5566,59
2024,721,2574,34
2024,722,176,35
2024,722,3052,35
2024,722,192,39
2024,785,193,26
2024,625,2052,59
2024,625,3056,53
2024,625,411,53
2024,625,5060,45
2024,625,101,42
2024,625,117,47
2024,625,210,65
2024,625,5070,53
2024,727,5050,27
2024,729,397,21
2024,732,194,24
2024,736,191,30
2024,745,195,28
2024,789,4052,20
2024,737,199,27
2024,738,192,26
2024,741,201,25
2024,741,1052,20
2024,741,387,24
2024,744,101,33
2024,792,273,35
2024,793,273,7
2024,746,198,20
2024,746,190,30
2024,747,199,19
2024,747,205,30
2024,747,111,22
2024,748,195,28
2024,750,1052,33
2024,751,101,33
2024,754,105,23
2024,755,112,19
2024,755,175,18
2024,755,275,24
2024,759,176,26
