"sy","sys_id_ga","sch_id_ga","pct_chr_abs"
2024,642,111,19
2024,642,189,17
2024,644,2050,27
2024,644,3050,4
2024,644,175,7
2024,644,5050,34
2024,644,1103,26
2024,644,475,31
2024,644,4051,23
2024,644,3051,18
2024,644,1052,18
2024,644,191,24
2024,644,3052,40
2024,644,275,32
2024,644,1053,32
2024,644,3053,12
2024,644,1054,34
2024,644,5016,29
2024,644,1105,12
2024,644,1055,17
2024,644,3055,25
2024,644,214,11
2024,644,297,10
2024,644,181,39
2024,644,1056,17
2024,644,375,47
2024,644,2056,13
2024,644,107,30
2024,644,3056,30
2024,644,3057,26
2024,644,5057,25
2024,644,2058,21
2024,644,4058,20
2024,644,5058,27
2024,644,1059,22
2024,644,2059,18
2024,644,1104,18
2024,644,3059,20
2024,644,5059,20
2024,644,4060,20
2024,644,1061,14
2024,644,197,20
2024,644,2062,22
2024,644,4062,20
2024,644,5062,9
2024,644,4052,26
2024,644,3063,5
2024,644,305,34
2024,644,188,36
2024,644,1101,44
2024,644,190,30
2024,644,3064,28
2024,644,108,38
2024,644,5064,26
2024,644,3065,31
2024,644,272,27
2024,644,409,37
2024,644,4065,37
2024,644,5065,18
2024,644,293,28
2024,644,3067,14
2024,644,4067,41
2024,644,575,37
2024,644,2068,43
2024,644,4068,34
2024,644,173,7
2024,644,675,30
2024,644,1071,19
2024,643,2052,32
2024,643,4052,29
2024,643,105,36
2024,645,293,12
2024,645,294,20
2024,646,104,26
2024,647,299,28
2024,647,5056,11
2024,647,4054,9
2024,647,199,13
2024,647,102,19
2024,647,399,31
2024,647,2058,26
2024,647,3058,34
2024,647,5058,29
2024,647,105,19
2024,647,4060,15
2024,647,3062,35
2024,648,5052,17
2024,648,178,14
2024,648,2050,23
2024,648,107,26
2024,648,198,22
2024,648,398,27
2024,648,208,19
2024,648,184,21
2024,648,498,27
2024,648,213,32
2024,648,200,10
2024,648,3052,23
2024,648,112,15
2024,648,303,13
2024,648,4052,14
2024,648,203,25
2024,648,104,24
2024,648,193,10
2024,648,298,22
2024,648,1054,15
2024,774,112,22
2024,774,312,23
2024,649,194,21
2024,651,107,12
2024,651,296,12
2024,651,190,12
2024,651,105,8
2024,651,4050,10
2024,651,196,9
2024,651,186,4
2024,651,103,13
2024,652,313,15
2024,652,213,23
2024,653,198,17
2024,653,196,23
2024,653,100,20
2024,654,196,22
2024,655,1050,28
2024,655,194,25
2024,655,293,29
2024,656,191,6
2024,656,102,12
2024,656,104,9
2024,656,402,14
2024,656,180,7
2024,656,111,12
2024,656,196,9
2024,656,181,21
2024,656,186,9
2024,656,1052,6
2024,656,199,5
2024,656,291,15
2024,656,103,7
2024,656,296,15
2024,657,1050,13
2024,657,195,21
2024,657,2052,11
2024,657,102,7
2024,657,188,11
2024,657,199,14
2024,657,4054,21
2024,658,1050,8
2024,658,699,16
2024,658,211,8
2024,658,194,13
2024,658,204,21
2024,658,182,12
2024,658,103,15
2024,658,197,6
2024,658,213,11
2024,658,215,10
2024,658,108,8
2024,658,313,7
2024,658,176,14
2024,658,102,13
2024,658,1052,5
2024,658,705,11
2024,658,207,13
2024,658,203,9
2024,658,100,9
2024,658,104,6
2024,658,106,11
2024,658,307,13
2024,658,198,9
2024,659,107,24
2024,659,5050,18
2024,659,1052,27
2024,660,101,5
2024,660,1050,9
2024,660,5060,31
2024,660,187,9
2024,660,2058,26
2024,660,1210,5
2024,660,2550,45
2024,660,2070,21
2024,660,1010,20
2024,660,303,7
2024,660,1315,32
2024,660,5052,42
2024,660,193,4
2024,660,102,3
2024,660,180,5
2024,660,207,25
2024,660,4069,23
2024,660,114,31
2024,660,295,4
2024,660,276,15
2024,660,501,28
2024,660,192,21
2024,660,3056,2
2024,660,103,9
2024,660,301,46
2024,660,4056,10
2024,660,202,16
2024,660,1310,23
2024,660,175,11
2024,660,909,14
2024,660,190,6
2024,660,3058,16
2024,660,503,23
2024,660,299,12
2024,660,491,8
2024,660,4060,17
2024,660,373,6
2024,660,195,6
2024,660,275,28
2024,660,197,8
2024,660,206,20
2024,660,701,6
2024,660,292,18
2024,660,390,24
2024,660,109,26
2024,660,397,8
2024,660,1067,6
2024,660,273,22
2024,660,398,6
2024,660,104,11
2024,660,297,4
2024,660,199,16
2024,660,100,4
2024,660,298,4
2024,660,1316,17
2024,660,405,5
2024,660,1317,17
2024,660,702,20
2024,776,193,19
2024,776,2050,19
2024,776,2550,19
2024,776,204,21
2024,776,211,16
2024,776,104,21
2024,661,113,19
2024,661,212,21
2024,661,103,23
2024,663,1052,21
2024,663,4052,19
2024,663,178,28
2024,663,190,15
2024,663,5052,25
2024,663,298,19
2024,663,195,12
2024,663,198,12
2024,663,1056,13
2024,663,106,15
2024,664,1050,21
2024,664,2050,26
2024,664,190,19
2024,664,110,13
2024,664,274,23
2024,664,176,19
2024,665,185,18
2024,665,1550,14
2024,665,2050,12
2024,666,201,25
2024,726,1550,30
2024,726,192,24
2024,726,2050,17
2024,726,199,20
2024,726,1052,22
2024,726,195,20
2024,726,2552,31
2024,726,103,17
2024,726,4052,27
2024,667,1005,17
2024,667,1105,22
2024,667,1016,21
2024,667,282,18
2024,667,382,11
2024,667,1811,23
2024,667,1816,20
2024,667,280,18
2024,667,109,20
2024,667,184,13
2024,667,2050,17
2024,667,3050,18
2024,667,286,9
2024,667,1017,11
2024,667,3550,11
2024,667,389,20
2024,667,173,18
2024,667,190,16
2024,667,1605,20
2024,667,605,11
2024,667,205,23
2024,667,194,13
2024,667,191,14
2024,667,1205,9
2024,667,1052,12
2024,667,1013,25
2024,667,295,13
2024,667,200,8
2024,667,1812,28
2024,667,2052,11
2024,667,376,8
2024,667,196,11
2024,667,2054,8
2024,667,3054,14
2024,667,180,10
2024,667,285,22
2024,667,305,8
2024,667,395,11
2024,667,1015,24
2024,667,495,24
2024,667,275,15
2024,667,5054,21
2024,667,1405,4
2024,667,5554,22
2024,667,210,13
2024,667,397,20
2024,667,298,15
2024,667,289,19
2024,667,199,25
2024,667,288,20
2024,667,2056,12
2024,667,208,13
2024,667,294,25
2024,667,4056,21
2024,667,1215,26
2024,667,287,21
2024,667,705,8
2024,667,398,13
2024,667,608,17
2024,667,5056,19
2024,667,391,12
2024,667,409,11
2024,667,400,3
2024,667,1014,5
2024,667,100,19
2024,667,1058,29
2024,667,309,22
2024,667,291,21
2024,667,394,18
2024,667,494,6
2024,667,1110,12
2024,667,300,27
2024,667,296,10
2024,667,5058,5
2024,667,505,14
2024,667,498,14
2024,667,509,9
2024,667,193,14
2024,667,1310,9
2024,667,1305,20
2024,667,1810,12
2024,668,1050,14
2024,668,189,25
2024,668,101,19
2024,668,201,15
2024,668,5050,18
2024,668,105,14
2024,669,4050,15
2024,669,106,20
2024,669,2052,22
2024,669,196,17
2024,669,3054,21
2024,669,4054,23
2024,669,5052,15
2024,669,101,21
2024,669,5054,19
2024,669,194,12
2024,669,176,15
2024,669,2056,21
2024,669,3056,12
2024,669,4056,19
2024,669,192,10
2024,669,103,18
2024,669,5056,17
2024,669,276,16
2024,669,1058,18
2024,669,112,14
2024,671,178,13
2024,671,2050,23
2024,671,104,18
2024,671,4050,13
2024,672,199,4
2024,672,290,5
2024,672,188,11
2024,672,190,10
2024,673,5050,15
2024,673,102,13
2024,673,202,16
2024,674,106,15
2024,675,294,24
2024,675,209,29
2024,675,191,27
2024,675,107,21
2024,675,203,13
2024,675,1050,28
2024,675,503,27
2024,675,2050,26
2024,675,297,32
2024,675,5050,26
2024,675,106,19
2024,675,200,24
2024,675,407,15
2024,675,291,36
2024,675,100,18
2024,675,196,23
2024,675,197,22
2024,675,403,22
2024,675,509,20
2024,675,211,23
2024,675,2552,26
2024,675,3052,38
2024,675,207,15
2024,675,409,30
2024,675,303,26
2024,675,208,25
2024,675,194,31
2024,675,108,19
2024,676,1050,9
2024,676,401,11
2024,676,102,24
2024,676,2050,20
2024,676,194,12
2024,676,104,16
2024,676,100,14
2024,676,309,14
2024,676,3550,13
2024,676,208,9
2024,676,103,13
2024,676,117,9
2024,676,402,11
2024,676,199,12
2024,676,5050,23
2024,676,2054,20
2024,676,191,18
2024,676,3052,18
2024,676,175,15
2024,676,195,16
2024,676,4054,19
2024,676,5054,17
2024,676,3056,18
2024,676,2058,23
2024,677,188,22
2024,678,104,10
2024,678,209,9
2024,678,2550,16
2024,678,3050,15
2024,678,4050,15
2024,678,101,13
2024,679,195,18
2024,679,100,13
2024,680,175,20
2024,680,105,29
2024,779,107,9
2024,779,3050,9
2024,681,1550,17
2024,681,3550,21
2024,682,1050,24
2024,683,197,20
2024,684,199,13
2024,684,1550,15
2024,684,102,19
2024,684,114,13
2024,685,105,15
2024,685,205,20
2024,686,111,13
2024,687,105,17
2024,687,104,28
2024,687,201,12
2024,687,101,20
2024,688,197,16
2024,688,103,11
2024,688,187,16
2024,688,393,7
2024,689,180,31
2024,689,196,28
2024,689,189,25
2024,689,102,32
2024,689,183,29
2024,689,194,23
2024,689,100,29
2024,690,176,15
2024,691,289,27
2024,691,100,26
2024,692,1050,12
2024,692,100,6
2024,692,195,8
2024,692,4050,12
2024,692,194,15
2024,692,211,7
2024,692,111,9
2024,693,103,18
2024,693,2050,19
2024,693,191,19
2024,694,198,26
2024,695,1050,10
2024,695,2050,15
2024,695,195,22
2024,695,101,17
2024,695,4050,18
2024,781,188,15
2024,781,194,19
2024,781,3050,12
2024,781,294,22
2024,781,2052,22
2024,781,104,21
2024,781,5052,6
2024,696,197,21
2024,697,191,18
2024,697,179,21
2024,697,113,18
2024,697,4050,19
2024,698,205,20
2024,699,200,27
2024,699,100,25
2024,700,110,15
2024,701,111,18
2024,701,198,24
2024,702,111,8
2024,702,205,11
2024,702,105,10
2024,703,107,20
2024,704,191,9
2024,704,3050,17
2024,706,4065,21
2024,706,2052,17
2024,706,192,34
2024,706,2054,12
2024,706,1058,25
2024,706,215,34
2024,706,2058,14
2024,706,108,13
2024,706,5060,23
2024,706,1062,29
2024,706,191,25
2024,706,4062,22
2024,706,4058,33
2024,706,200,25
2024,706,4064,13
2024,706,501,10
2024,706,104,18
2024,706,1066,14
2024,706,3066,19
2024,706,4066,19
2024,706,3068,29
2024,706,3069,35
2024,706,5069,19
2024,706,4070,24
2024,707,1050,18
2024,707,124,30
2024,707,122,31
2024,707,4550,25
2024,707,115,24
2024,707,3050,18
2024,707,4050,8
2024,707,198,40
2024,707,102,20
2024,707,5050,25
2024,707,106,24
2024,707,111,31
2024,707,298,30
2024,708,3050,5
2024,708,294,3
2024,708,110,3
2024,708,197,7
2024,708,1050,4
2024,708,188,7
2024,708,103,5
2024,709,198,20
2024,709,298,21
2024,710,299,24
2024,710,103,19
2024,710,110,15
2024,710,199,15
2024,710,304,19
2024,710,1050,27
2024,710,194,12
2024,710,310,21
2024,710,5050,19
2024,710,104,21
2024,710,188,11
2024,710,198,20
2024,710,2052,15
2024,710,294,17
2024,710,204,14
2024,710,197,23
2024,710,210,23
2024,710,4052,22
2024,710,113,13
2024,711,1050,20
2024,711,210,26
2024,711,110,18
2024,784,3050,11
2024,712,106,17
2024,712,103,21
2024,712,303,25
2024,713,297,18
2024,713,112,11
2024,713,4050,10
2024,714,101,12
2024,714,188,15
2024,715,183,11
2024,715,274,14
2024,715,188,10
2024,715,210,29
2024,715,174,17
2024,715,310,19
2024,716,3050,26
2024,717,113,13
2024,717,112,16
2024,719,114,18
2024,721,2050,39
2024,721,3050,30
2024,721,2052,34
2024,721,105,18
2024,721,205,32
2024,721,5054,28
2024,721,1054,26
2024,721,2054,38
2024,721,194,19
2024,721,4054,23
2024,721,102,25
2024,721,189,25
2024,721,301,46
2024,721,300,13
2024,721,297,23
2024,721,177,32
2024,721,2058,30
2024,721,4058,26
2024,721,201,22
2024,721,294,21
2024,721,393,37
2024,721,1064,7
2024,721,2064,26
2024,721,4064,38
2024,721,104,43
2024,722,178,24
2024,722,2050,26
2024,722,110,32
2024,722,289,35
2024,722,174,24
2024,722,5050,27
2024,722,197,24
2024,722,102,31
2024,722,2052,31
2024,722,194,32
2024,722,189,25
2024,625,2068,25
2024,625,5052,23
2024,625,1056,29
2024,625,197,32
2024,625,2056,21
2024,625,4056,36
2024,625,1058,11
2024,625,517,40
2024,625,5058,34
2024,625,5066,8
2024,625,2062,27
2024,625,298,9
2024,625,1060,8
2024,625,1052,41
2024,625,3064,15
2024,625,116,14
2024,625,511,22
2024,625,300,22
2024,625,200,20
2024,625,1070,30
2024,625,4070,17
2024,723,198,5
2024,724,191,19
2024,725,296,19
2024,786,200,14
2024,786,100,19
2024,727,195,28
2024,727,187,20
2024,727,296,23
2024,727,197,14
2024,729,188,19
2024,729,100,24
2024,732,602,19
2024,732,603,15
2024,733,105,20
2024,733,104,22
2024,734,104,24
2024,735,1051,18
2024,736,194,14
2024,736,5050,17
2024,736,105,21
2024,745,295,15
2024,745,105,22
2024,789,5050,10
2024,737,104,21
2024,737,5050,26
2024,737,173,17
2024,737,1052,22
2024,737,2050,21
2024,737,4052,18
2024,737,3050,23
2024,738,104,14
2024,738,204,17
2024,738,4050,17
2024,739,103,17
2024,740,113,21
2024,791,101,9
2024,741,109,24
2024,741,698,19
2024,741,597,20
2024,741,205,22
2024,741,3050,16
2024,741,397,13
2024,741,194,13
2024,741,189,20
2024,741,5050,15
2024,741,187,14
2024,742,196,16
2024,743,107,24
2024,744,103,16
2024,744,1050,18
2024,792,106,26
2024,792,117,26
2024,792,309,31
2024,792,101,17
2024,792,1052,29
2024,793,2050,19
2024,793,5050,16
2024,746,4050,17
2024,746,199,34
2024,746,195,30
2024,746,2056,31
2024,746,200,48
2024,746,100,40
2024,746,194,60
2024,746,5052,27
2024,747,101,18
2024,747,176,14
2024,747,112,24
2024,747,191,10
2024,747,105,24
2024,747,108,13
2024,747,2052,13
2024,747,195,18
2024,747,202,16
2024,748,296,17
2024,748,3050,20
2024,748,396,4
2024,748,5050,20
2024,748,3052,20
2024,748,196,18
2024,750,4050,14
2024,750,2050,13
2024,751,494,29
2024,751,1050,25
2024,751,394,29
2024,751,3050,22
2024,753,1052,21
2024,754,200,19
2024,754,109,26
2024,754,104,18
2024,754,100,18
2024,755,1050,16
2024,755,206,18
2024,755,211,12
2024,755,3050,19
2024,755,4050,12
2024,755,1052,15
2024,755,199,11
2024,755,2052,11
2024,755,3052,13
2024,755,4052,13
2024,755,1054,17
2024,755,2054,14
2024,756,195,32
2024,757,205,12
2024,757,105,13
2024,758,175,4
2024,758,1050,6
2024,759,111,16
2024,759,196,25
2024,601,195,16
2024,602,111,14
2024,761,173,44
2024,761,1563,14
2024,761,100,54
2024,761,282,50
2024,761,1418,69
2024,761,373,31
2024,761,180,48
2024,761,188,52
2024,761,3067,22
2024,603,202,23
2024,605,100,20
2024,606,105,34
2024,607,114,20
2024,607,106,20
2024,607,289,21
2024,607,198,20
2024,608,301,27
2024,608,195,35
2024,608,190,33
2024,608,101,26
2024,609,296,22
2024,610,194,22
2024,611,5050,28
2024,611,108,46
2024,611,205,29
2024,611,298,19
2024,611,305,35
2024,611,505,32
2024,612,112,11
2024,613,194,19
2024,763,209,9
2024,614,197,21
2024,615,402,19
2024,615,199,10
2024,764,104,8
2024,616,299,28
2024,616,300,21
2024,616,198,27
2024,617,188,16
2024,618,100,18
2024,765,205,15
2024,620,182,27
2024,620,105,21
2024,621,102,15
2024,622,198,23
2024,622,101,19
2024,622,177,19
2024,622,208,24
2024,622,102,27
2024,622,305,27
2024,766,1550,21
2024,767,277,11
2024,623,205,12
2024,623,2552,25
2024,623,5052,17
2024,627,2052,34
2024,628,305,16
2024,628,187,12
2024,628,181,16
2024,628,205,14
2024,628,113,13
2024,628,287,20
2024,628,297,19
2024,773,1552,7
2024,629,296,20
2024,629,1058,29
2024,629,196,30
2024,629,5058,30
2024,631,177,14
2024,631,3050,24
2024,631,116,16
2024,631,2054,27
2024,631,106,28
2024,631,197,27
2024,631,100,10
2024,631,117,21
2024,631,174,29
2024,631,3052,24
2024,631,277,20
2024,631,207,25
2024,631,3060,19
2024,631,107,32
2024,633,4050,20
2024,633,407,18
2024,633,309,31
2024,633,290,17
2024,633,502,19
2024,633,4056,24
2024,633,281,7
2024,633,275,8
2024,633,299,9
2024,633,1056,25
2024,633,5058,31
2024,633,1060,23
2024,633,2560,17
2024,633,394,9
2024,633,202,36
2024,633,499,9
2024,633,607,12
2024,633,178,8
2024,633,184,15
2024,633,507,12
2024,633,602,18
2024,633,816,26
2024,633,280,14
2024,633,389,13
2024,633,294,24
2024,633,475,21
2024,634,108,24
2024,635,111,23
2024,636,2050,16
2024,636,107,11
2024,636,101,8
2024,636,103,15
2024,636,283,18
2024,636,290,16
2024,636,193,11
2024,636,108,6
2024,637,101,26
2024,638,395,20
2024,638,490,12
2024,638,289,21
2024,638,1056,17
2024,638,106,19
2024,638,299,13
2024,638,301,19
2024,639,202,25
2024,640,197,37
2024,641,295,24
2024,772,377,15
2024,642,106,20
2024,644,200,33
2024,644,406,11
2024,644,193,22
2024,644,301,10
2024,644,897,23
2024,644,201,31
2024,644,797,30
2024,644,203,28
2024,644,401,45
2024,644,1057,42
2024,644,597,39
2024,644,189,22
2024,644,205,40
2024,644,291,37
2024,644,290,31
2024,644,397,19
2024,644,506,43
2024,644,507,8
2024,644,605,24
2024,643,2050,37
2024,645,180,12
2024,647,101,34
2024,647,4056,23
2024,647,106,33
2024,647,103,9
2024,648,3550,21
2024,648,188,32
2024,648,108,25
2024,648,180,16
2024,648,113,18
2024,648,5050,30
2024,648,2054,31
2024,648,103,26
2024,649,197,32
2024,651,203,10
2024,651,290,17
2024,651,297,9
2024,652,104,22
2024,653,192,23
2024,654,3050,27
2024,655,193,25
2024,656,108,16
2024,656,491,12
2024,656,178,11
2024,656,298,7
2024,656,391,10
2024,658,700,9
2024,658,703,11
2024,658,216,9
2024,658,303,13
2024,658,206,23
2024,658,498,19
2024,658,202,15
2024,658,407,7
2024,658,105,8
2024,658,598,5
2024,658,199,13
2024,659,105,22
2024,660,305,7
2024,660,391,27
2024,660,186,36
2024,660,184,12
2024,660,302,14
2024,660,384,13
2024,660,284,13
2024,660,105,8
2024,660,189,41
2024,660,597,11
2024,660,803,41
2024,660,107,28
2024,660,286,17
2024,660,402,4
2024,660,505,20
2024,660,603,20
2024,660,591,6
2024,660,497,6
2024,660,289,44
2024,776,110,21
2024,776,109,22
2024,661,107,18
2024,663,112,19
2024,663,114,20
2024,663,199,20
2024,663,116,13
2024,664,292,25
2024,664,115,21
2024,665,174,20
2024,726,106,26
2024,726,201,34
2024,726,107,28
2024,726,110,31
2024,667,1010,8
2024,667,304,16
2024,667,1815,10
2024,667,1210,9
2024,667,197,10
2024,667,198,6
2024,667,380,9
2024,667,905,15
2024,667,279,10
2024,667,1012,12
2024,667,297,11
2024,667,405,12
2024,667,1813,26
2024,667,209,13
2024,667,1056,25
2024,667,497,11
2024,667,1112,21
2024,667,1510,6
2024,667,1115,11
2024,667,204,11
2024,667,186,14
2024,667,1505,24
2024,667,188,17
2024,667,283,14
2024,667,2058,16
2024,667,4058,17
2024,667,276,16
2024,667,108,15
2024,667,1610,13
2024,668,112,14
2024,668,196,22
2024,668,296,9
2024,669,100,20
2024,669,390,17
2024,669,200,23
2024,669,289,23
2024,669,389,21
2024,669,4556,20
2024,669,294,21
2024,671,197,7
2024,672,399,15
2024,673,191,17
2024,674,102,17
2024,675,397,20
2024,675,206,17
2024,675,394,21
2024,675,215,17
2024,675,213,23
2024,675,603,18
2024,675,4050,32
2024,675,507,16
2024,675,5052,33
2024,675,703,10
2024,675,308,17
2024,676,296,12
2024,676,196,12
2024,676,105,20
2024,676,108,13
2024,676,1052,25
2024,676,200,19
2024,676,204,18
2024,676,5056,22
2024,677,173,28
2024,678,197,16
2024,678,310,13
2024,678,297,10
2024,679,201,20
2024,680,111,24
2024,779,101,10
2024,681,397,20
2024,684,101,22
2024,684,106,14
2024,685,199,25
2024,686,101,17
2024,687,297,30
2024,687,2054,19
2024,688,114,19
2024,688,101,13
2024,689,197,14
2024,689,101,25
2024,689,195,25
2024,691,288,20
2024,692,3050,11
2024,692,1052,20
2024,692,112,12
2024,693,1050,25
2024,695,1052,26
2024,781,203,26
2024,781,303,11
2024,697,112,25
2024,702,113,14
2024,704,5050,14
2024,705,204,19
2024,705,4050,17
2024,706,115,18
2024,706,2050,27
2024,706,300,27
2024,706,196,21
2024,706,401,36
2024,706,301,31
2024,706,5058,37
2024,706,178,20
2024,706,100,28
2024,706,2066,20
2024,706,2067,30
2024,706,204,21
2024,707,117,34
2024,707,196,30
2024,707,398,25
2024,707,114,28
2024,707,101,25
2024,708,295,7
2024,708,198,4
2024,708,193,10
2024,709,112,20
2024,710,410,21
2024,710,394,19
2024,710,2352,29
2024,710,404,24
2024,710,297,24
2024,710,201,20
2024,710,213,20
2024,710,108,17
2024,710,192,23
2024,711,197,23
2024,711,191,23
2024,784,201,17
2024,712,189,22
2024,713,197,12
2024,714,195,21
2024,715,103,17
