"sy","sys_id_ga","sch_id_ga","level","sys_nm","sch_nm","enr_k12"
2024,706,2054,"ES","Muscogee County","Clubview Elementary School",536
2024,706,1058,"ES","Muscogee County","Dimon Elementary ",331
2024,706,215,"ES","Muscogee County","Dorothy Height Elementary School",393
2024,706,2058,"ES","Muscogee County","Double Churches Elementary School",390
2024,706,108,"ES","Muscogee County","Eagle Ridge Academy",581
2024,706,5060,"ES","Muscogee County","Gentian Elementary School",446
2024,706,1062,"ES","Muscogee County","Georgetown Elementary School",373
2024,706,191,"ES","Muscogee County","Hannan Elementary ",361
2024,706,4062,"ES","Muscogee County","Johnson Elementary School",351
2024,706,4058,"ES","Muscogee County","Lonnie Jackson Academy",352
2024,706,200,"ES","Muscogee County","Martin Luther King, Jr. Elementary School",462
2024,706,4064,"ES","Muscogee County","Mathews Elementary School",645
2024,706,501,"ES","Muscogee County","Midland Academy",543
2024,706,104,"ES","Muscogee County","North Columbus Elementary",703
2024,706,1066,"ES","Muscogee County","Reese Road Leadership Academy",395
2024,706,3066,"ES","Muscogee County","Rigdon Road Elementary School",357
2024,706,4066,"ES","Muscogee County","River Road Elementary School",392
2024,706,3068,"ES","Muscogee County","St. Marys Video and Communication Technology",418
2024,706,3069,"ES","Muscogee County","Waddell Elementary School",440
2024,706,5069,"ES","Muscogee County","Wesley Heights Elementary School",351
2024,706,4070,"ES","Muscogee County","Wynnton Elementary School",359
2024,707,1050,"ES","Newton County","East Newton Elementary School",524
2024,707,124,"ES","Newton County","Fairview Elementary",542
2024,707,122,"ES","Newton County","Flint Hill Elementary",783
2024,707,4550,"ES","Newton County","Heard-Mixon Elementary School",407
2024,707,115,"ES","Newton County","Live Oak Elementary",848
2024,707,3050,"ES","Newton County","Livingston Elementary School",387
2024,707,4050,"ES","Newton County","Mansfield Elementary School",356
2024,707,198,"ES","Newton County","Middle Ridge Elementary School",543
2024,707,102,"ES","Newton County","Oak Hill Elementary School",587
2024,707,5050,"ES","Newton County","Porterdale Elementary School",349
2024,707,106,"ES","Newton County","Rocky Plains Elementary School",568
2024,707,111,"ES","Newton County","South Salem Elementary School",770
2024,707,298,"ES","Newton County","West Newton Elementary School",602
2024,708,3050,"ES","Oconee County","Colham Ferry Elementary School",578
2024,708,294,"ES","Oconee County","Dove Creek Elementary School",569
2024,708,110,"ES","Oconee County","High Shoals Elementary School",570
2024,708,197,"ES","Oconee County","Malcom Bridge Elementary School",579
2024,708,1050,"ES","Oconee County","Oconee County Elementary School",397
2024,708,188,"ES","Oconee County","Oconee County Primary School",401
2024,708,103,"ES","Oconee County","Rocky Branch Elementary School",618
2024,709,198,"ES","Oglethorpe County","Oglethorpe County Elementary School",495
2024,709,298,"ES","Oglethorpe County","Oglethorpe County Primary School",521
2024,710,299,"ES","Paulding County","Allgood Elementary School",831
2024,710,103,"ES","Paulding County","Bessie L. Baggett Elementary",571
2024,710,110,"ES","Paulding County","Burnt Hickory Elementary School",1040
2024,710,199,"ES","Paulding County","C. A. Roberts Elementary School",633
2024,710,304,"ES","Paulding County","Connie Dugan Elementary School",631
2024,710,1050,"ES","Paulding County","Dallas Elementary School",494
2024,710,194,"ES","Paulding County","Floyd L. Shelton Elementary School at Crossroad",1397
2024,710,310,"ES","Paulding County","Hal Hutchens Elementary",642
2024,710,5050,"ES","Paulding County","Hiram Elementary School",768
2024,710,104,"ES","Paulding County","Lillian C. Poole Elementary School",481
2024,710,188,"ES","Paulding County","McGarity Elementary School",600
2024,710,198,"ES","Paulding County","Nebo Elementary School",818
2024,710,2052,"ES","Paulding County","New Georgia Elementary School",343
2024,710,294,"ES","Paulding County","Northside Elementary School",603
2024,710,204,"ES","Paulding County","Roland W. Russom Elementary",961
2024,710,197,"ES","Paulding County","Sam D. Panter Elementary School",529
2024,710,210,"ES","Paulding County","Sara M. Ragsdale Elementary",624
2024,710,4052,"ES","Paulding County","Union Elementary School",398
2024,710,113,"ES","Paulding County","WC Abney Elementary",1271
2024,711,1050,"ES","Peach County","Byron Elementary School",670
2024,711,210,"ES","Peach County","Hunt Elementary School",615
2024,711,110,"ES","Peach County","Kay Road Elementary",494
2024,784,3050,"ES","Pelham City","Pelham Elementary School",521
2024,712,106,"ES","Pickens County","Harmony Elementary School",486
2024,712,103,"ES","Pickens County","Hill City Elementary School",513
2024,712,303,"ES","Pickens County","Tate Elementary School",474
2024,713,297,"ES","Pierce County","Blackshear Elementary School",767
2024,713,112,"ES","Pierce County","Midway Elementary School",435
2024,713,4050,"ES","Pierce County","Patterson Elementary School",409
2024,714,101,"ES","Pike County","Pike County Elementary School",775
2024,714,188,"ES","Pike County","Pike County Primary School",698
2024,715,183,"ES","Polk County","Cherokee Elementary School",543
2024,715,274,"ES","Polk County","Eastside Elementary School",703
2024,715,188,"ES","Polk County","Northside Elementary",464
2024,715,210,"ES","Polk County","Van Wert Elementary School",611
2024,715,174,"ES","Polk County","Westside Elementary School",568
2024,715,310,"ES","Polk County","Youngs Grove Elementary School",469
2024,716,3050,"ES","Pulaski County","Pulaski County Elementary School",551
2024,717,113,"ES","Putnam County","Putnam County Elementary School",606
2024,717,112,"ES","Putnam County","Putnam County Primary School",621
2024,719,114,"ES","Rabun County","Rabun County Primary School",511
2024,721,2050,"ES","Richmond County","Barton Chapel Elementary School",362
2024,721,3050,"ES","Richmond County","Bayvale Elementary School",332
2024,721,2052,"ES","Richmond County","Copeland Elementary School",356
2024,721,105,"ES","Richmond County","Deer Chase Elementary School",564
2024,721,205,"ES","Richmond County","Diamond Lakes Elementary School",500
2024,721,5054,"ES","Richmond County","Dorothy Hains Elementary School",384
2024,721,1054,"ES","Richmond County","Garrett Elementary School",315
2024,721,2054,"ES","Richmond County","Glenn Hills Elementary School",378
2024,721,194,"ES","Richmond County","Goshen Elementary School",406
2024,721,4054,"ES","Richmond County","Gracewood Elementary School",396
2024,721,102,"ES","Richmond County","Hephzibah Elementary School",512
2024,721,189,"ES","Richmond County","Jamestown Elementary School",339
2024,721,301,"ES","Richmond County","Jenkins-White Elementary School",375
2024,721,300,"ES","Richmond County","Lake Forest Hills Elementary School",498
2024,721,297,"ES","Richmond County","McBean Elementary School",332
2024,721,177,"ES","Richmond County","Meadowbrook Elementary School",411
2024,721,2058,"ES","Richmond County","Merry Elementary School",351
2024,721,4058,"ES","Richmond County","Monte Sano Elementary School",342
2024,721,201,"ES","Richmond County","Sue Reynolds Elementary School ",578
2024,721,294,"ES","Richmond County","Tobacco Road Elementary School",384
2024,721,393,"ES","Richmond County","W.S. Hornsby Elementary School",496
2024,721,1064,"ES","Richmond County","Walker Traditional Elementary School",672
2024,721,2064,"ES","Richmond County","Warren Road Elementary School",546
2024,721,4064,"ES","Richmond County","Wheeless Road Elementary School",706
2024,721,104,"ES","Richmond County","Wilkinson Gardens Elementary School",404
2024,722,178,"ES","Rockdale County","Barksdale Elementary School",455
2024,722,2050,"ES","Rockdale County","Flat Shoals Elementary School",588
2024,722,110,"ES","Rockdale County","Hicks Elementary School",822
2024,722,289,"ES","Rockdale County","Hightower Trail Elementary School",473
2024,722,174,"ES","Rockdale County","Honey Creek Elementary School",450
2024,722,5050,"ES","Rockdale County","House Elementary School",589
2024,722,197,"ES","Rockdale County","Lorraine Elementary School",560
2024,722,102,"ES","Rockdale County","Peek's Chapel Elementary",525
2024,722,2052,"ES","Rockdale County","Pine Street Elementary School",612
2024,722,194,"ES","Rockdale County","Shoal Creek Elementary School",611
2024,722,189,"ES","Rockdale County","Sims Elementary School",441
2024,625,2068,"ES","Savannah-Chatham County","Andrea B Williams Elementary School",456
2024,625,5052,"ES","Savannah-Chatham County","Butler Elementary School",403
2024,625,1056,"ES","Savannah-Chatham County","Gadsden Elementary School",423
2024,625,197,"ES","Savannah-Chatham County","Garden City Elementary School",530
2024,625,2056,"ES","Savannah-Chatham County","Gould Elementary School",827
2024,625,4056,"ES","Savannah-Chatham County","Haven Elementary School",333
2024,625,1058,"ES","Savannah-Chatham County","Heard Elementary School",619
2024,625,517,"ES","Savannah-Chatham County","Henderson E Formey Jr Early Learning Center",181
2024,625,5058,"ES","Savannah-Chatham County","Hodge Elementary School",340
2024,625,5066,"ES","Savannah-Chatham County","Jacob G. Smith Elementary School",440
2024,625,2062,"ES","Savannah-Chatham County","Largo-Tibet Elementary School",565
2024,625,298,"ES","Savannah-Chatham County","Marshpoint Elementary School",588
2024,625,1060,"ES","Savannah-Chatham County","May Howard Elementary School",498
2024,625,1052,"ES","Savannah-Chatham County","Otis J Brock III Elementary School",468
2024,625,3064,"ES","Savannah-Chatham County","Pooler Elementary School",351
2024,625,116,"ES","Savannah-Chatham County","Pulaski Elementary SChool",525
2024,625,511,"ES","Savannah-Chatham County","Shuman Elementary School",482
2024,625,300,"ES","Savannah-Chatham County","Southwest Elementary School",648
2024,625,200,"ES","Savannah-Chatham County","West Chatham Elementary School",713
2024,625,1070,"ES","Savannah-Chatham County","White Bluff Elementary School",607
2024,625,4070,"ES","Savannah-Chatham County","Windsor Forest Elementary School",386
2024,723,198,"ES","Schley County","Schley County Elementary School",492
2024,724,191,"ES","Screven County","Screven County Elementary School",906
2024,725,296,"ES","Seminole County","Seminole County Elementary School",573
2024,786,200,"ES","Social Circle City","Social Circle Elementary School",423
2024,786,100,"ES","Social Circle City","Social Circle Primary School",398
2024,727,195,"ES","Stephens County","Big A Elementary School",302
2024,727,187,"ES","Stephens County","Liberty Elementary School",557
2024,727,296,"ES","Stephens County","Stephens County Fifth Grade Academy",273
2024,727,197,"ES","Stephens County","Toccoa Elementary School",603
2024,729,188,"ES","Sumter County","Sumter County Elementary School",541
2024,729,100,"ES","Sumter County","Sumter County Primary School",550
2024,732,602,"ES","Tattnall County","North Tattnall Elementary School",778
2024,732,603,"ES","Tattnall County","South Tattnall Elementary School",739
2024,733,105,"ES","Taylor County","Taylor County Elementary",243
2024,733,104,"ES","Taylor County","Taylor County Primary School",260
2024,734,104,"ES","Telfair County","Telfair County Elementary",727
2024,735,1051,"ES","Terrell County","Cooper-Carver Elementary School",413
2024,736,194,"ES","Thomas County","Cross Creek Elementary School",760
2024,736,5050,"ES","Thomas County","Garrison-Pilcher Elementary School",811
2024,736,105,"ES","Thomas County","Hand In Hand Primary",377
2024,745,295,"ES","Thomaston-Upson County","Upson-Lee Elementary School",910
2024,745,105,"ES","Thomaston-Upson County","Upson-Lee Primary School",903
2024,789,5050,"ES","Thomasville City","Jerger Elementary School",658
2024,737,104,"ES","Tift County","Annie Belle Clark Elementary School",728
2024,737,5050,"ES","Tift County","Charles Spencer Elementary School",320
2024,737,173,"ES","Tift County","G. O. Bailey Elementary School",489
2024,737,1052,"ES","Tift County","J. T. Reddick Elementary School",304
2024,737,2050,"ES","Tift County","Len Lastinger Elementary School",410
2024,737,4052,"ES","Tift County","Matt Wilson Elementary School",368
2024,737,3050,"ES","Tift County","Northside Elementary School",405
2024,738,104,"ES","Toombs County","Lyons Primary School",453
2024,738,204,"ES","Toombs County","Lyons Upper Elementary",442
2024,738,4050,"ES","Toombs County","Toombs Central Elementary School",435
2024,739,103,"ES","Towns County","Towns County Elementary School",442
2024,740,113,"ES","Treutlen County","Treutlen Elementary School",422
2024,791,101,"ES","Trion City","Trion Elementary School",557
2024,741,109,"ES","Troup County","Callaway Elementary School",565
2024,741,698,"ES","Troup County","Clearview Elementary School",595
2024,741,597,"ES","Troup County","Ethel W. Kight Elementary School",554
2024,741,205,"ES","Troup County","Franklin Forest Elementary",596
2024,741,3050,"ES","Troup County","Hillcrest Elementary School",331
2024,741,397,"ES","Troup County","Hogansville Elementary School",430
2024,741,194,"ES","Troup County","Hollis Hand Elementary School",532
2024,741,189,"ES","Troup County","Long Cane Elementary School",573
2024,741,5050,"ES","Troup County","Rosemont Elementary School",498
2024,741,187,"ES","Troup County","West Point Elementary School",418
2024,742,196,"ES","Turner County","Turner County Elementary School",499
2024,743,107,"ES","Twiggs County","Jeffersonville Elementary",312
2024,744,103,"ES","Union County","Union County Elementary School",626
2024,744,1050,"ES","Union County","Union County Primary School",633
2024,792,106,"ES","Valdosta City","J. L. Lomax Elementary School",496
2024,792,117,"ES","Valdosta City","Pinevale Elementary School",508
2024,792,309,"ES","Valdosta City","S.L. Mason Elementary School",875
2024,792,101,"ES","Valdosta City","Sallas Mahone Elementary",1035
2024,792,1052,"ES","Valdosta City","W.G. Nunn Elementary",878
2024,793,2050,"ES","Vidalia City","J. D. Dickerson Primary School",319
2024,793,5050,"ES","Vidalia City","Sally Dailey Meadows Elementary School",639
2024,746,4050,"ES","Walker County","Chattanooga Valley Elementary School",443
2024,746,199,"ES","Walker County","Cherokee Ridge Elementary",517
2024,746,195,"ES","Walker County","Gilbert Elementary School",455
2024,746,2056,"ES","Walker County","Naomi Elementary School",301
2024,746,200,"ES","Walker County","North LaFayette Elementary School",380
2024,746,100,"ES","Walker County","Rock Spring Elementary School",363
2024,746,194,"ES","Walker County","Rossville Elementary School",436
2024,746,5052,"ES","Walker County","Stone Creek Elementary School",394
2024,747,101,"ES","Walton County","Atha Road Elementary School",731
2024,747,176,"ES","Walton County","Bay Creek Elementary School",697
2024,747,112,"ES","Walton County","Harmony Elementary School",620
2024,747,191,"ES","Walton County","Loganville Elementary School",908
2024,747,105,"ES","Walton County","Monroe Elementary",518
2024,747,108,"ES","Walton County","Sharon Elementary School",679
2024,747,2052,"ES","Walton County","Walker Park Elementary School",704
2024,747,195,"ES","Walton County","Walnut Grove Elementary School",681
2024,747,202,"ES","Walton County","Youth Elementary School",711
2024,748,296,"ES","Ware County","Center Elementary School",470
2024,748,3050,"ES","Ware County","Memorial Drive Elementary School",372
2024,748,396,"ES","Ware County","Ruskin Elementary School",374
2024,748,5050,"ES","Ware County","Wacona Elementary School",633
2024,748,3052,"ES","Ware County","Waresboro Elementary School",420
2024,748,196,"ES","Ware County","Williams Heights Elementary School",436
2024,750,4050,"ES","Washington County","Ridge Road Elementary School",612
2024,750,2050,"ES","Washington County","Ridge Road Primary School",565
2024,751,494,"ES","Wayne County","Bacon Elementary School",577
2024,751,1050,"ES","Wayne County","Jesup Elementary School",614
2024,751,394,"ES","Wayne County","Martha Rawls Smith Elementary School",528
2024,751,3050,"ES","Wayne County","Odum Elementary School",370
2024,753,1052,"ES","Wheeler County","Wheeler County Elementary School",359
2024,754,200,"ES","White County","Jack P Nix Elementary School",396
2024,754,109,"ES","White County","Mossy Creek Elementary School",366
2024,754,104,"ES","White County","Mount Yonah Elementary School",426
2024,754,100,"ES","White County","Tesnatee Gap Elementary (Old White Co. Intermediate)",457
2024,755,1050,"ES","Whitfield County","Antioch Elementary School",432
2024,755,206,"ES","Whitfield County","Beaverdale Elementary School",412
2024,755,211,"ES","Whitfield County","Cedar Ridge Elementary",329
2024,755,3050,"ES","Whitfield County","Dawnville Elementary School",389
2024,755,4050,"ES","Whitfield County","Dug Gap Elementary School",314
2024,755,1052,"ES","Whitfield County","Eastside Elementary School",551
2024,755,199,"ES","Whitfield County","New Hope Elementary School",492
2024,755,2052,"ES","Whitfield County","Pleasant Grove Elementary School",423
2024,755,3052,"ES","Whitfield County","Tunnel Hill Elementary School",303
2024,755,4052,"ES","Whitfield County","Valley Point Elementary School",440
2024,755,1054,"ES","Whitfield County","Varnell Elementary School",389
2024,755,2054,"ES","Whitfield County","Westside Elementary School",510
2024,756,195,"ES","Wilcox County","Wilcox County Elementary School",496
2024,757,205,"ES","Wilkes County","Washington-Wilkes Elementary School",161
2024,757,105,"ES","Wilkes County","Washington-Wilkes Primary School",349
2024,758,175,"ES","Wilkinson County","Wilkinson County Elementary School",209
2024,758,1050,"ES","Wilkinson County","Wilkinson County Primary School",213
2024,759,111,"ES","Worth County","Worth County Elementary School",666
2024,759,196,"ES","Worth County","Worth County Primary School",713
2024,601,195,"MS","Appling County","Appling County Middle School",740
2024,602,111,"MS","Atkinson County","Atkinson County Middle School",336
2024,761,173,"MS","Atlanta Public Schools","Crawford Long Middle School",649
2024,761,1563,"MS","Atlanta Public Schools","David T Howard Middle School",1056
2024,761,100,"MS","Atlanta Public Schools","Herman J. Russell West End Academy",366
2024,761,282,"MS","Atlanta Public Schools","Jean Childs Young Middle School",656
2024,761,1418,"MS","Atlanta Public Schools","John Lewis Invictus Academy",738
2024,761,373,"MS","Atlanta Public Schools","Martin L. King Jr. Middle School",801
2024,761,180,"MS","Atlanta Public Schools","Ralph Bunche Middle School",712
2024,761,188,"MS","Atlanta Public Schools","Sylvan Hills Middle School",430
2024,761,3067,"MS","Atlanta Public Schools","Willis A. Sutton Middle School",1555
2024,603,202,"MS","Bacon County","Bacon County Middle School",461
2024,605,100,"MS","Baldwin County","Oak Hill MS",960
2024,606,105,"MS","Banks County","Banks County Middle School",658
2024,607,114,"MS","Barrow County","Bear Creek Middle School",742
2024,607,106,"MS","Barrow County","Haymon-Morris Middle School",939
2024,607,289,"MS","Barrow County","Russell Middle School",988
2024,607,198,"MS","Barrow County","Westside Middle School",744
2024,608,301,"MS","Bartow County","Adairsville Middle School",842
2024,608,195,"MS","Bartow County","Cass Middle School",927
2024,608,190,"MS","Bartow County","Red Top Middle School",569
2024,608,101,"MS","Bartow County","Woodland Middle School at Euharlee",685
2024,609,296,"MS","Ben Hill County","Ben Hill County Middle School",618
2024,610,194,"MS","Berrien County","Berrien Middle School",691
2024,611,5050,"MS","Bibb County","Appling Middle School",676
2024,611,108,"MS","Bibb County","Ballard Hudson Middle School",644
2024,611,205,"MS","Bibb County","Howard Middle School",989
2024,611,298,"MS","Bibb County","Miller Magnet Middle School",582
2024,611,305,"MS","Bibb County","Rutland Middle School",871
2024,611,505,"MS","Bibb County","Weaver Middle School",895
2024,612,112,"MS","Bleckley County","Bleckley Middle School",554
2024,613,194,"MS","Brantley County","Brantley County Middle School",498
2024,763,209,"MS","Bremen City","Bremen Middle School",517
2024,614,197,"MS","Brooks County","Brooks County Middle School",490
2024,615,402,"MS","Bryan County","Bryan County Middle School",412
2024,615,199,"MS","Bryan County","Richmond Hill Middle School",1922
2024,764,104,"MS","Buford City","Buford Middle School",1436
2024,616,299,"MS","Bulloch County","Langston Chapel Middle School",728
2024,616,300,"MS","Bulloch County","Southeast Bulloch Middle School",857
2024,616,198,"MS","Bulloch County","William James Middle School",558
2024,617,188,"MS","Burke County","Burke County Middle School",867
2024,618,100,"MS","Butts County","Henderson Middle School",748
2024,765,205,"MS","Calhoun City","Calhoun Middle School",627
2024,620,182,"MS","Camden County","Camden Middle School",1057
2024,620,105,"MS","Camden County","Saint Marys Middle School",1103
2024,621,102,"MS","Candler County","Metter Middle School",510
2024,622,198,"MS","Carroll County","Bay Springs Middle School",896
2024,622,101,"MS","Carroll County","Bowdon Middle School",306
2024,622,177,"MS","Carroll County","Central Middle School",1028
2024,622,208,"MS","Carroll County","Mt. Zion Middle School ",343
2024,622,102,"MS","Carroll County","Temple Middle School",628
2024,622,305,"MS","Carroll County","Villa Rica Middle",482
2024,766,1550,"MS","Carrollton City","Carrollton Middle School",1316
2024,767,277,"MS","Cartersville City","Cartersville Middle School",1042
2024,623,205,"MS","Catoosa County","Heritage Middle School",890
2024,623,2552,"MS","Catoosa County","Lakeview Middle School",635
2024,623,5052,"MS","Catoosa County","Ringgold Middle School",764
2024,627,2052,"MS","Chattooga County","Summerville Middle School",378
2024,628,305,"MS","Cherokee County","Creekland Middle School",1484
2024,628,187,"MS","Cherokee County","Dean Rusk Middle School",1483
2024,628,181,"MS","Cherokee County","E. T. Booth Middle School",1638
2024,628,205,"MS","Cherokee County","Freedom Middle School",904
2024,628,113,"MS","Cherokee County","Mill Creek Middle School",1388
2024,628,287,"MS","Cherokee County","Teasley Middle School",1552
2024,628,297,"MS","Cherokee County","Woodstock Middle School",1083
2024,773,1552,"MS","City Schools of Decatur","Beacon Hill Middle School",1322
2024,629,296,"MS","Clarke County","Burney-Harris-Lyons Middle School",718
2024,629,1058,"MS","Clarke County","Clarke Middle School",652
2024,629,196,"MS","Clarke County","Coile Middle School",595
2024,629,5058,"MS","Clarke County","Hilsman Middle School",606
2024,631,177,"MS","Clayton County","Adamson Middle School",523
2024,631,3050,"MS","Clayton County","Babb Middle School",878
2024,631,116,"MS","Clayton County","Eddie White Middle School",1359
2024,631,2054,"MS","Clayton County","Forest Park Middle School",626
2024,631,106,"MS","Clayton County","Jonesboro Middle School",868
2024,631,197,"MS","Clayton County","Kendrick Middle School",623
2024,631,100,"MS","Clayton County","M. D. Roberts Middle School",834
2024,631,117,"MS","Clayton County","Morrow Middle School",762
2024,631,174,"MS","Clayton County","Mundys Mill Middle School",660
2024,631,3052,"MS","Clayton County","North Clayton Middle School",760
2024,631,277,"MS","Clayton County","Pointe South Middle School",718
2024,631,207,"MS","Clayton County","Rex Mill Middle School",921
2024,631,3060,"MS","Clayton County","Riverdale Middle School",593
2024,631,107,"MS","Clayton County","Sequoyah Middle School",796
2024,633,4050,"MS","Cobb County","Awtrey Middle School",643
2024,633,407,"MS","Cobb County","Barber Middle School",832
2024,633,309,"MS","Cobb County","Betty Gray Middle School",686
2024,633,290,"MS","Cobb County","Campbell Middle School",1257
2024,633,502,"MS","Cobb County","Cooper Middle School",1056
2024,633,4056,"MS","Cobb County","Daniell Middle School",894
2024,633,281,"MS","Cobb County","Dickerson Middle School",1208
2024,633,275,"MS","Cobb County","Dodgen Middle School",1238
2024,633,299,"MS","Cobb County","Durham Middle School",1020
2024,633,1056,"MS","Cobb County","East Cobb Middle School",1345
2024,633,5058,"MS","Cobb County","Floyd Middle School",846
2024,633,1060,"MS","Cobb County","Garrett Middle School",883
2024,633,2560,"MS","Cobb County","Griffin Middle School",982
2024,633,394,"MS","Cobb County","Hightower Trail Middle School",963
2024,633,202,"MS","Cobb County","Lindley Middle School",875
2024,633,499,"MS","Cobb County","Lost Mountain Middle School",993
2024,633,607,"MS","Cobb County","Lovinggood Middle School",1215
2024,633,178,"MS","Cobb County","Mabry Middle School",918
2024,633,184,"MS","Cobb County","McCleskey Middle School",551
2024,633,507,"MS","Cobb County","McClure Middle School",1003
2024,633,602,"MS","Cobb County","Palmer Middle School",776
2024,633,816,"MS","Cobb County","Pearson Middle School",839
2024,633,280,"MS","Cobb County","Pine Mountain Middle School",545
2024,633,389,"MS","Cobb County","Simpson Middle School",884
2024,633,294,"MS","Cobb County","Smitha Middle School",868
2024,633,475,"MS","Cobb County","Tapp Middle School",885
2024,634,108,"MS","Coffee County","Coffee Middle School",1594
2024,635,111,"MS","Colquitt County","Willie J. Williams Middle School",1342
2024,636,2050,"MS","Columbia County","Columbia Middle School",939
2024,636,107,"MS","Columbia County","Evans Middle School",940
2024,636,101,"MS","Columbia County","Greenbrier Middle School",862
2024,636,103,"MS","Columbia County","Grovetown Middle School",1088
2024,636,283,"MS","Columbia County","Harlem Middle School",1003
2024,636,290,"MS","Columbia County","Lakeside Middle School",523
2024,636,193,"MS","Columbia County","Riverside Middle School",718
2024,636,108,"MS","Columbia County","Stallings Island Middle School",689
2024,637,101,"MS","Cook County","Cook County Middle School",666
2024,638,395,"MS","Coweta County","Arnall Middle School",693
2024,638,490,"MS","Coweta County","Blake Bass Middle School",886
2024,638,289,"MS","Coweta County","East Coweta Middle School",798
2024,638,1056,"MS","Coweta County","Evans Middle School",798
2024,638,106,"MS","Coweta County","Lee Middle School",715
2024,638,299,"MS","Coweta County","Madras Middle School",723
2024,638,301,"MS","Coweta County","Smokey Road Middle School",550
2024,639,202,"MS","Crawford County","Crawford County Middle School",369
2024,640,197,"MS","Crisp County","Crisp County Middle School",751
2024,641,295,"MS","Dade County","Dade Middle School",424
2024,772,377,"MS","Dalton Public Schools","Hammond Creek Middle School",1059
2024,642,106,"MS","Dawson County","Dawson County Middle School",578
2024,644,200,"MS","DeKalb County","Cedar Grove Middle School",712
2024,644,406,"MS","DeKalb County","Chamblee Middle School",952
2024,644,193,"MS","DeKalb County","Chapel Hill Middle School",619
2024,644,301,"MS","DeKalb County","Columbia Middle School",564
2024,644,897,"MS","DeKalb County","Druid Hills Middle School",929
2024,644,201,"MS","DeKalb County","Freedom Middle School",1224
2024,644,797,"MS","DeKalb County","Henderson Middle School",1391
2024,644,203,"MS","DeKalb County","Lithonia Middle School",1064
2024,644,401,"MS","DeKalb County","Mary McLeod Bethune Middle School",672
2024,644,1057,"MS","DeKalb County","McNair Middle School",788
2024,644,597,"MS","DeKalb County","Miller Grove Middle School",668
2024,644,189,"MS","DeKalb County","Peachtree Middle School",1208
2024,644,205,"MS","DeKalb County","Redan Middle School",633
2024,644,291,"MS","DeKalb County","Salem Middle School",927
2024,644,290,"MS","DeKalb County","Sequoyah Middle School",1710
2024,644,397,"MS","DeKalb County","Stephenson Middle School",840
2024,644,506,"MS","DeKalb County","Stone Mountain Middle School",1011
2024,644,507,"MS","DeKalb County","The Champion Middle Theme School",754
2024,644,605,"MS","DeKalb County","Tucker Middle School",1199
2024,643,2050,"MS","Decatur County","Bainbridge Middle School",881
2024,645,180,"MS","Dodge County","Dodge County Middle School",590
2024,647,101,"MS","Dougherty County","Albany Middle School",819
2024,647,4056,"MS","Dougherty County","Merry Acres Middle School",759
2024,647,106,"MS","Dougherty County","Radium Springs Middle School",832
2024,647,103,"MS","Dougherty County","Robert A. Cross Middle Magnet",507
2024,648,3550,"MS","Douglas County","Chapel Hill Middle School",1109
2024,648,188,"MS","Douglas County","Chestnut Log Middle School",695
2024,648,108,"MS","Douglas County","Factory Shoals Middle School",827
2024,648,180,"MS","Douglas County","Fairplay Middle School",506
2024,648,113,"MS","Douglas County","Mason Creek Middle School",855
2024,648,5050,"MS","Douglas County","Stewart Middle School",542
2024,648,2054,"MS","Douglas County","Turner Middle School",745
2024,648,103,"MS","Douglas County","Yeager Middle School",502
2024,649,197,"MS","Early County","Early County Middle School",355
2024,651,203,"MS","Effingham County","Ebenezer Middle School",992
2024,651,290,"MS","Effingham County","Effingham County Middle School",1063
2024,651,297,"MS","Effingham County","South Effingham Middle School",1112
2024,652,104,"MS","Elbert County","Elbert County Middle School ",654
2024,653,192,"MS","Emanuel County","Swainsboro Middle School",616
2024,654,3050,"MS","Evans County","Claxton Middle School",385
2024,655,193,"MS","Fannin County","Fannin County Middle School",623
2024,656,108,"MS","Fayette County","Bennett's Mill Middle School",877
2024,656,491,"MS","Fayette County","Flat Rock Middle School",842
2024,656,178,"MS","Fayette County","J.C. Booth Middle School",1133
2024,656,298,"MS","Fayette County","Rising Starr Middle School",958
2024,656,391,"MS","Fayette County","Whitewater Middle School",849
2024,658,700,"MS","Forsyth County","DeSana Middle School",1251
2024,658,703,"MS","Forsyth County","Hendricks Middle School",1383
2024,658,216,"MS","Forsyth County","Lakeside Middle School",1526
2024,658,303,"MS","Forsyth County","Liberty Middle School",1213
2024,658,206,"MS","Forsyth County","Little Mill Middle School",895
2024,658,498,"MS","Forsyth County","North Forsyth Middle School",1170
2024,658,202,"MS","Forsyth County","Otwell Middle School",1027
2024,658,407,"MS","Forsyth County","Piney Grove Middle School",1054
2024,658,105,"MS","Forsyth County","Riverwatch Middle School",1513
2024,658,598,"MS","Forsyth County","South Forsyth Middle School",1395
2024,658,199,"MS","Forsyth County","Vickery Creek Middle School",1078
2024,659,105,"MS","Franklin County","Franklin County Middle School",828
2024,660,305,"MS","Fulton County","Autrey Mill Middle School",1264
2024,660,391,"MS","Fulton County","Bear Creek Middle School",964
2024,660,186,"MS","Fulton County","Camp Creek Middle School",743
2024,660,184,"MS","Fulton County","Crabapple Middle School",910
2024,660,302,"MS","Fulton County","Elkins Pointe Middle School",871
2024,660,384,"MS","Fulton County","Haynes Bridge Middle School",623
2024,660,284,"MS","Fulton County","Holcomb Bridge Middle School",614
2024,660,105,"MS","Fulton County","Hopewell Middle School",1196
2024,660,189,"MS","Fulton County","McNair Middle School",886
2024,660,597,"MS","Fulton County","Northwestern Middle School",1118
