"sy","sys_id_ga","sch_id_ga","level","sys_nm","sch_nm","enr_k12"
2024,647,4054,"ES","Dougherty County","Lake Park Elementary School",475
2024,647,199,"ES","Dougherty County","Lamar Reese School of the Arts",351
2024,647,102,"ES","Dougherty County","Live Oak Elementary School",682
2024,647,399,"ES","Dougherty County","Martin Luther King, Jr. Elementary School",404
2024,647,2058,"ES","Dougherty County","Morningside Elementary School",306
2024,647,3058,"ES","Dougherty County","Northside Elementary School",326
2024,647,5058,"ES","Dougherty County","Radium Springs Elementary School",405
2024,647,105,"ES","Dougherty County","Robert H Harvey Elementary School",414
2024,647,4060,"ES","Dougherty County","Sherwood Acres Elementary School",566
2024,647,3062,"ES","Dougherty County","Turner Elementary School",432
2024,648,5052,"ES","Douglas County","Annette Winn Elementary School",316
2024,648,178,"ES","Douglas County","Arbor Station Elementary School",566
2024,648,2050,"ES","Douglas County","Beulah Elementary School",453
2024,648,107,"ES","Douglas County","Bill Arp Elementary School",622
2024,648,198,"ES","Douglas County","Bright Star Elementary School",478
2024,648,398,"ES","Douglas County","Burnett Elementary School",386
2024,648,208,"ES","Douglas County","Chapel Hill Elementary School",623
2024,648,184,"ES","Douglas County","Dorsett Shoals Elementary School",394
2024,648,498,"ES","Douglas County","Eastside Elementary School",450
2024,648,213,"ES","Douglas County","Factory Shoals Elementary School",585
2024,648,200,"ES","Douglas County","Holly Springs Elementary School",503
2024,648,3052,"ES","Douglas County","Lithia Springs Elementary School",507
2024,648,112,"ES","Douglas County","Mason Creek Elementary School",494
2024,648,303,"ES","Douglas County","Mirror Lake Elementary School",498
2024,648,4052,"ES","Douglas County","Mount Carmel Elementary School",452
2024,648,203,"ES","Douglas County","New Manchester Elementary School",846
2024,648,104,"ES","Douglas County","North Douglas Elementary School",542
2024,648,193,"ES","Douglas County","South Douglas Elementary School",554
2024,648,298,"ES","Douglas County","Sweetwater Elementary School",479
2024,648,1054,"ES","Douglas County","Winston Elementary School",305
2024,774,112,"ES","Dublin City","Hillcrest Elementary",479
2024,774,312,"ES","Dublin City","Susie Dasher",465
2024,649,194,"ES","Early County","Early County Elementary School",609
2024,651,107,"ES","Effingham County","Blandford Elementary School",861
2024,651,296,"ES","Effingham County","Ebenezer Elementary School",879
2024,651,190,"ES","Effingham County","Guyton Elementary School",686
2024,651,105,"ES","Effingham County","Marlow Elementary School",633
2024,651,4050,"ES","Effingham County","Rincon Elementary School",961
2024,651,196,"ES","Effingham County","Sand Hill Elementary School",848
2024,651,186,"ES","Effingham County","South Effingham Elementary School",849
2024,651,103,"ES","Effingham County","Springfield Elementary School",732
2024,652,313,"ES","Elbert County","Elbert County Elementary School",655
2024,652,213,"ES","Elbert County","Elbert County Primary School",663
2024,653,198,"ES","Emanuel County","Swainsboro Elementary School",617
2024,653,196,"ES","Emanuel County","Swainsboro Primary School",679
2024,653,100,"ES","Emanuel County","Twin City Elementary School",467
2024,654,196,"ES","Evans County","Claxton Elementary School",749
2024,655,1050,"ES","Fannin County","Blue Ridge Elementary School",353
2024,655,194,"ES","Fannin County","East Fannin Elementary School",420
2024,655,293,"ES","Fannin County","West Fannin Elementary School",446
2024,656,191,"ES","Fayette County","Braelinn Elementary School",515
2024,656,102,"ES","Fayette County","Cleveland Elementary School",371
2024,656,104,"ES","Fayette County","Crabapple Lane Elementary School",571
2024,656,402,"ES","Fayette County","Fayetteville Elementary School",470
2024,656,180,"ES","Fayette County","Huddleston Elementary School",574
2024,656,111,"ES","Fayette County","Inman Elementary",634
2024,656,196,"ES","Fayette County","Kedron Elementary School",760
2024,656,181,"ES","Fayette County","North Fayette Elementary School",572
2024,656,186,"ES","Fayette County","Oak Grove Elementary School",420
2024,656,1052,"ES","Fayette County","Peachtree City Elementary School",446
2024,656,199,"ES","Fayette County","Peeples Elementary School",684
2024,656,291,"ES","Fayette County","Robert J. Burch Elementary School",533
2024,656,103,"ES","Fayette County","Sara Harp Minter Elementary School",694
2024,656,296,"ES","Fayette County","Spring Hill Elementary School",625
2024,657,1050,"ES","Floyd County","Alto Park Elementary School",376
2024,657,195,"ES","Floyd County","Armuchee Primary School",392
2024,657,2052,"ES","Floyd County","Garden Lakes Elementary School",458
2024,657,102,"ES","Floyd County","Johnson Elementary",408
2024,657,188,"ES","Floyd County","Model Elementary School",426
2024,657,199,"ES","Floyd County","Pepperell Elementary",535
2024,657,4054,"ES","Floyd County","Pepperell Primary",321
2024,658,1050,"ES","Forsyth County","Big Creek Elementary School",648
2024,658,699,"ES","Forsyth County","Brandywine Elementary School",1153
2024,658,211,"ES","Forsyth County","Brookwood Elementary",842
2024,658,194,"ES","Forsyth County","Chattahoochee Elementary School",784
2024,658,204,"ES","Forsyth County","Chestatee Elementary",1192
2024,658,182,"ES","Forsyth County","Coal Mountain Elementary School",750
2024,658,103,"ES","Forsyth County","Cumming Elementary School",918
2024,658,197,"ES","Forsyth County","Daves Creek Elementary School",1004
2024,658,213,"ES","Forsyth County","George W. Whitlow Elementary",1211
2024,658,215,"ES","Forsyth County","Haw Creek Elementary",819
2024,658,108,"ES","Forsyth County","Johns Creek Elementary",950
2024,658,313,"ES","Forsyth County","Kelly Mill Elementary",1032
2024,658,176,"ES","Forsyth County","Mashburn Elementary School",1084
2024,658,102,"ES","Forsyth County","Matt Elementary School",1112
2024,658,1052,"ES","Forsyth County","Midway Elementary School",707
2024,658,705,"ES","Forsyth County","New Hope Elementary School",1118
2024,658,207,"ES","Forsyth County","Poole's Mill Elementary",1170
2024,658,203,"ES","Forsyth County","Sawnee Elementary School",1789
2024,658,100,"ES","Forsyth County","Settles Bridge Elementary School",811
2024,658,104,"ES","Forsyth County","Sharon Elementary School",862
2024,658,106,"ES","Forsyth County","Shiloh Point Elementary",1048
2024,658,307,"ES","Forsyth County","Silver City Elementary School",1102
2024,658,198,"ES","Forsyth County","Vickery Creek Elementary School",1111
2024,659,107,"ES","Franklin County","Carnesville Elementary School",638
2024,659,5050,"ES","Franklin County","Lavonia Elementary School",543
2024,659,1052,"ES","Franklin County","Royston Elementary School",514
2024,660,101,"ES","Fulton County","Abbotts Hill Elementary School",554
2024,660,1050,"ES","Fulton County","Alpharetta Elementary School",474
2024,660,5060,"ES","Fulton County","Asa Hilliard Elementary School",391
2024,660,187,"ES","Fulton County","Barnwell Elementary School",647
2024,660,2058,"ES","Fulton County","Bethune Elementary School",475
2024,660,1210,"ES","Fulton County","Birmingham Falls Elementary School",742
2024,660,2550,"ES","Fulton County","Brookview Elementary School",391
2024,660,2070,"ES","Fulton County","Campbell Elementary School",588
2024,660,1010,"ES","Fulton County","Cliftondale Elementary School",637
2024,660,303,"ES","Fulton County","Cogburn Woods Elementary School ",793
2024,660,1315,"ES","Fulton County","College Park Elementary",466
2024,660,5052,"ES","Fulton County","Conley Hills Elementary School",358
2024,660,193,"ES","Fulton County","Crabapple Crossing Elementary School",624
2024,660,102,"ES","Fulton County","Creek View Elementary School",825
2024,660,180,"ES","Fulton County","Dolvin Elementary School",669
2024,660,207,"ES","Fulton County","Dunwoody Springs Elementary School",495
2024,660,4069,"ES","Fulton County","E. C. West Elementary School",614
2024,660,114,"ES","Fulton County","Feldwood Elementary School",628
2024,660,295,"ES","Fulton County","Findley Oaks Elementary School",542
2024,660,276,"ES","Fulton County","Gullatt Elementary School",687
2024,660,501,"ES","Fulton County","Hamilton E. Holmes Elementary",541
2024,660,192,"ES","Fulton County","Hapeville Elementary School",484
2024,660,3056,"ES","Fulton County","Heards Ferry Elementary School",639
2024,660,103,"ES","Fulton County","Hembree Springs Elementary School",517
2024,660,301,"ES","Fulton County","Heritage Elementary School",423
2024,660,4056,"ES","Fulton County","High Point Elementary School",621
2024,660,202,"ES","Fulton County","Hillside Elementary School",475
2024,660,1310,"ES","Fulton County","Ison Springs Elementary School",431
2024,660,175,"ES","Fulton County","Jackson Elementary School",487
2024,660,909,"ES","Fulton County","Lake Forest Elementary",520
2024,660,190,"ES","Fulton County","Lake Windward Elementary School",648
2024,660,3058,"ES","Fulton County","Lee Elementary School",468
2024,660,503,"ES","Fulton County","Liberty Point Elementary School",685
2024,660,299,"ES","Fulton County","Manning Oaks Elementary School ",701
2024,660,491,"ES","Fulton County","Medlock Bridge Elementary School",601
2024,660,4060,"ES","Fulton County","Mimosa Elementary School",533
2024,660,373,"ES","Fulton County","Mountain Park Elementary School",763
2024,660,195,"ES","Fulton County","New Prospect Elementary School",589
2024,660,275,"ES","Fulton County","Nolan Elementary School",607
2024,660,197,"ES","Fulton County","Northwood Elementary School",580
2024,660,206,"ES","Fulton County","Oakley Elementary School",661
2024,660,701,"ES","Fulton County","Ocee Elementary School",699
2024,660,292,"ES","Fulton County","Palmetto Elementary School",373
2024,660,390,"ES","Fulton County","Randolph Elementary School",465
2024,660,109,"ES","Fulton County","Renaissance ES",652
2024,660,397,"ES","Fulton County","River Eves Elementary School",534
2024,660,1067,"ES","Fulton County","Roswell North Elementary School",833
2024,660,273,"ES","Fulton County","S. L. Lewis Elementary School",502
2024,660,398,"ES","Fulton County","Shakerag Elementary School",636
2024,660,104,"ES","Fulton County","Spalding Drive Elementary",302
2024,660,297,"ES","Fulton County","State Bridge Crossing Elementary School",627
2024,660,199,"ES","Fulton County","Stonewall Tell Elementary School",519
2024,660,100,"ES","Fulton County","Summit Hill Elementary",663
2024,660,298,"ES","Fulton County","Sweet Apple Elementary School",782
2024,660,1316,"ES","Fulton County","Vickery Mill Elementary",372
2024,660,405,"ES","Fulton County","Wilson Creek Elementary School ",859
2024,660,1317,"ES","Fulton County","Wolf Creek Elementary",663
2024,660,702,"ES","Fulton County","Woodland Elementary School",913
2024,776,193,"ES","Gainesville City","Centennial Arts Academy",751
2024,776,2050,"ES","Gainesville City","Enota Multiple Intelligences Academy",751
2024,776,2550,"ES","Gainesville City","Fair Street International Academy",535
2024,776,204,"ES","Gainesville City","Gainesville Exploration Academy",487
2024,776,211,"ES","Gainesville City","Mundy Mill Arts Academy",716
2024,776,104,"ES","Gainesville City","New Holland Knowledge Academy",487
2024,661,113,"ES","Gilmer County","Clear Creek Elementary School",589
2024,661,212,"ES","Gilmer County","Ellijay Elementary School",619
2024,661,103,"ES","Gilmer County","Mountain View Elementary",642
2024,663,1052,"ES","Glynn County","Altama Elementary School",552
2024,663,4052,"ES","Glynn County","Burroughs-Molette Elementary School",543
2024,663,178,"ES","Glynn County","Glyndale Elementary School",544
2024,663,190,"ES","Glynn County","Golden Isles Elementary School",598
2024,663,5052,"ES","Glynn County","Goodyear Elementary School",470
2024,663,298,"ES","Glynn County","Greer Elementary School",579
2024,663,195,"ES","Glynn County","Oglethorpe Point Elementary School",470
2024,663,198,"ES","Glynn County","Satilla Marsh Elementary School",680
2024,663,1056,"ES","Glynn County","St. Simons Elementary School",450
2024,663,106,"ES","Glynn County","Sterling Elementary School",665
2024,664,1050,"ES","Gordon County","Belwood Elementary School",424
2024,664,2050,"ES","Gordon County","Fairmount Elementary School",323
2024,664,190,"ES","Gordon County","Red Bud Elementary School",480
2024,664,110,"ES","Gordon County","Sonoraville Elementary",545
2024,664,274,"ES","Gordon County","Swain Elementary School",347
2024,664,176,"ES","Gordon County","Tolbert Elementary School",495
2024,665,185,"ES","Grady County","Eastside Elementary School",560
2024,665,1550,"ES","Grady County","Northside Elementary School",355
2024,665,2050,"ES","Grady County","Southside Elementary School",469
2024,666,201,"ES","Greene County","Greene County Primary School",502
2024,726,1550,"ES","Griffin-Spalding County","Atkinson Elementary School",341
2024,726,192,"ES","Griffin-Spalding County","Cowan Road Elementary School",501
2024,726,2050,"ES","Griffin-Spalding County","Crescent Road Elementary School",395
2024,726,199,"ES","Griffin-Spalding County","Futral Road Elementary School",574
2024,726,1052,"ES","Griffin-Spalding County","Jackson Road Elementary School",325
2024,726,195,"ES","Griffin-Spalding County","Jordan Hill Road Elementary School",316
2024,726,2552,"ES","Griffin-Spalding County","Moore Elementary School",306
2024,726,103,"ES","Griffin-Spalding County","Moreland Road Elementary",381
2024,726,4052,"ES","Griffin-Spalding County","Orrs Elementary School",473
2024,667,1005,"ES","Gwinnett County","Alcova Elementary School",1451
2024,667,1105,"ES","Gwinnett County","Alford Elementary",798
2024,667,1016,"ES","Gwinnett County","Anderson-Livsey Elementary School",633
2024,667,282,"ES","Gwinnett County","Annistown Elementary School",723
2024,667,382,"ES","Gwinnett County","Arcado Elementary School",929
2024,667,1811,"ES","Gwinnett County","Baggett Elementary School",960
2024,667,1816,"ES","Gwinnett County","Baldwin Elementary",933
2024,667,280,"ES","Gwinnett County","Beaver Ridge Elementary School",939
2024,667,109,"ES","Gwinnett County","Benefield Elementary School",1179
2024,667,184,"ES","Gwinnett County","Berkeley Lake Elementary School",770
2024,667,2050,"ES","Gwinnett County","Bethesda Elementary School",1095
2024,667,3050,"ES","Gwinnett County","Britt Elementary School",597
2024,667,286,"ES","Gwinnett County","Brookwood Elementary School",1475
2024,667,1017,"ES","Gwinnett County","Burnette Elementary School",684
2024,667,3550,"ES","Gwinnett County","Camp Creek Elementary School",1402
2024,667,389,"ES","Gwinnett County","Cedar Hill Elementary School",863
2024,667,173,"ES","Gwinnett County","Centerville Elementary School",658
2024,667,190,"ES","Gwinnett County","Chattahoochee Elementary School",1089
2024,667,1605,"ES","Gwinnett County","Chesney Elementary School",1058
2024,667,605,"ES","Gwinnett County","Cooper Elementary School",1488
2024,667,205,"ES","Gwinnett County","Corley Elementary School",1064
2024,667,194,"ES","Gwinnett County","Craig Elementary School",1048
2024,667,191,"ES","Gwinnett County","Dacula Elementary School",1151
2024,667,1205,"ES","Gwinnett County","Duncan Creek Elementary",1555
2024,667,1052,"ES","Gwinnett County","Dyer Elementary School",919
2024,667,1013,"ES","Gwinnett County","Ferguson Elementary School",811
2024,667,295,"ES","Gwinnett County","Fort Daniel Elementary School",666
2024,667,200,"ES","Gwinnett County","Freeman's Mill Elementary School",1015
2024,667,1812,"ES","Gwinnett County","Graves Elementary School",1033
2024,667,2052,"ES","Gwinnett County","Grayson Elementary School",1049
2024,667,376,"ES","Gwinnett County","Gwin Oaks Elementary School",1030
2024,667,196,"ES","Gwinnett County","Harbins Elementary School",1341
2024,667,2054,"ES","Gwinnett County","Harmony Elementary School",622
2024,667,3054,"ES","Gwinnett County","Harris Elementary School",609
2024,667,180,"ES","Gwinnett County","Head Elementary School",728
2024,667,285,"ES","Gwinnett County","Hopkins Elementary School",1076
2024,667,305,"ES","Gwinnett County","Ivy Creek Elementary School",1527
2024,667,395,"ES","Gwinnett County","Jackson Elementary School",1448
2024,667,1015,"ES","Gwinnett County","Jenkins Elementary School",739
2024,667,495,"ES","Gwinnett County","Kanoheda Elementary School",837
2024,667,275,"ES","Gwinnett County","Knight Elementary School",881
2024,667,5054,"ES","Gwinnett County","Lawrenceville Elementary School",661
2024,667,1405,"ES","Gwinnett County","Level Creek Elementary School",1072
2024,667,5554,"ES","Gwinnett County","Lilburn Elementary School",1293
2024,667,210,"ES","Gwinnett County","Lovin Elementary School",852
2024,667,397,"ES","Gwinnett County","Magill Elementary School",1278
2024,667,298,"ES","Gwinnett County","Mason Elementary School",923
2024,667,289,"ES","Gwinnett County","McKendree Elementary School",949
2024,667,199,"ES","Gwinnett County","Meadowcreek Elementary School",824
2024,667,288,"ES","Gwinnett County","Minor Elementary School",858
2024,667,2056,"ES","Gwinnett County","Mountain Park Elementary School",603
2024,667,208,"ES","Gwinnett County","Mulberry Elementary School",707
2024,667,294,"ES","Gwinnett County","Nesbit Elementary School",1151
2024,667,4056,"ES","Gwinnett County","Norcross Elementary School",766
2024,667,1215,"ES","Gwinnett County","North Metro Academy of Performing Arts",215
2024,667,287,"ES","Gwinnett County","Norton Elementary School",953
2024,667,705,"ES","Gwinnett County","Parsons Elementary School",836
2024,667,398,"ES","Gwinnett County","Partee Elementary School",757
2024,667,608,"ES","Gwinnett County","Patrick Elementary School",943
2024,667,5056,"ES","Gwinnett County","Peachtree Elementary School",676
2024,667,391,"ES","Gwinnett County","Pharr Elementary School",755
2024,667,409,"ES","Gwinnett County","Puckett's Mill Elementary School",739
2024,667,400,"ES","Gwinnett County","Riverside Elementary School",956
2024,667,1014,"ES","Gwinnett County","Roberts Elementary School",983
2024,667,100,"ES","Gwinnett County","Rock Springs Elementary School",747
2024,667,1058,"ES","Gwinnett County","Rockbridge Elementary School",999
2024,667,309,"ES","Gwinnett County","Rosebud Elementary School",980
2024,667,291,"ES","Gwinnett County","Shiloh Elementary School",697
2024,667,394,"ES","Gwinnett County","Simonton Elementary School",695
2024,667,494,"ES","Gwinnett County","Simpson Elementary School",896
2024,667,1110,"ES","Gwinnett County","Starling Elementary School",1209
2024,667,300,"ES","Gwinnett County","Stripling Elementary School",785
2024,667,296,"ES","Gwinnett County","Sugar Hill Elementary School",1129
2024,667,5058,"ES","Gwinnett County","Suwanee Elementary School",635
2024,667,505,"ES","Gwinnett County","Sycamore Elementary School",737
2024,667,498,"ES","Gwinnett County","Taylor Elementary School",860
2024,667,509,"ES","Gwinnett County","Trip Elementary School",1410
2024,667,193,"ES","Gwinnett County","Walnut Grove Elementary School",774
2024,667,1310,"ES","Gwinnett County","White Oak Elementary School",693
2024,667,1305,"ES","Gwinnett County","Winn Holt Elementary School",1054
2024,667,1810,"ES","Gwinnett County","Woodward Mill Elementary School",1010
2024,668,1050,"ES","Habersham County","Baldwin Elementary School",393
2024,668,189,"ES","Habersham County","Clarkesville Elementary School",406
2024,668,101,"ES","Habersham County","Cornelia Elementary School",443
2024,668,201,"ES","Habersham County","Demorest Elementary School",504
2024,668,5050,"ES","Habersham County","Fairview Elementary School",435
2024,668,105,"ES","Habersham County","Level Grove Elementary School",569
2024,669,4050,"ES","Hall County","Chestnut Mountain Elementary School",839
2024,669,106,"ES","Hall County","Chicopee Elementary School",746
2024,669,2052,"ES","Hall County","Flowery Branch Elementary School",682
2024,669,196,"ES","Hall County","Friendship Elementary School",686
2024,669,3054,"ES","Hall County","Lanier Elementary School",551
2024,669,4054,"ES","Hall County","Lula Elementary School",387
2024,669,5052,"ES","Hall County","Lyman Hall Elementary School",682
2024,669,101,"ES","Hall County","Martin Elementary School",604
2024,669,5054,"ES","Hall County","McEver Elementary School",515
2024,669,194,"ES","Hall County","Mount Vernon Elementary School",640
2024,669,176,"ES","Hall County","Myers Elementary School",552
2024,669,2056,"ES","Hall County","Oakwood Elementary School",492
2024,669,3056,"ES","Hall County","Riverbend Elementary School",326
2024,669,4056,"ES","Hall County","Sardis Elementary School",514
2024,669,192,"ES","Hall County","Spout Springs Elementary School",849
2024,669,103,"ES","Hall County","Sugar Hill Elementary",609
2024,669,5056,"ES","Hall County","Tadmore Elementary School",470
2024,669,276,"ES","Hall County","Wauka Mountain Elementary School",534
2024,669,1058,"ES","Hall County","White Sulphur Elementary School",417
2024,669,112,"ES","Hall County","World Language Academy",613
2024,671,178,"ES","Haralson County","Buchanan Elementary School",387
2024,671,2050,"ES","Haralson County","Buchanan Primary School",372
2024,671,104,"ES","Haralson County","Tallapoosa Primary School",380
2024,671,4050,"ES","Haralson County","West Haralson Elementary School",377
2024,672,199,"ES","Harris County","Mulberry Creek Elementary School",482
2024,672,290,"ES","Harris County","New Mountain Hill Elementary School",449
2024,672,188,"ES","Harris County","Park Elementary School",497
2024,672,190,"ES","Harris County","Pine Ridge Elementary School",542
2024,673,5050,"ES","Hart County","Hartwell Elementary School",517
2024,673,102,"ES","Hart County","North Hart Elementary School",640
2024,673,202,"ES","Hart County","South Hart Elementary School",533
2024,674,106,"ES","Heard County","Heard Elementary School",641
2024,675,294,"ES","Henry County","Austin Road Elementary School",388
2024,675,209,"ES","Henry County","Bethlehem Elementary School",466
2024,675,191,"ES","Henry County","Cotton Indian Elementary School",552
2024,675,107,"ES","Henry County","Dutchtown Elementary School",909
2024,675,203,"ES","Henry County","East Lake Elementary",688
2024,675,1050,"ES","Henry County","Fairview Elementary School",544
2024,675,503,"ES","Henry County","Flippen Elementary School",574
2024,675,2050,"ES","Henry County","Hampton Elementary School",428
2024,675,297,"ES","Henry County","Hickory Flat Elementary School",560
2024,675,5050,"ES","Henry County","Locust Grove Elementary School",577
2024,675,106,"ES","Henry County","Luella Elementary School",649
2024,675,200,"ES","Henry County","Mount Carmel Elementary School",536
2024,675,407,"ES","Henry County","New Hope Elementary",632
2024,675,291,"ES","Henry County","Oakland Elementary School",878
2024,675,100,"ES","Henry County","Ola Elementary School",889
2024,675,196,"ES","Henry County","Pate's Creek Elementary School",480
2024,675,197,"ES","Henry County","Pleasant Grove Elementary School",537
2024,675,403,"ES","Henry County","Red Oak Elementary School",635
2024,675,509,"ES","Henry County","Rock Spring Elementary",702
2024,675,211,"ES","Henry County","Rocky Creek Elementary",700
2024,675,2552,"ES","Henry County","Smith-Barnes Elementary School",245
2024,675,3052,"ES","Henry County","Stockbridge Elementary School",472
2024,675,207,"ES","Henry County","Timber Ridge Elementary School",743
2024,675,409,"ES","Henry County","Tussahaw Elementary",798
2024,675,303,"ES","Henry County","Unity Grove Elementary School",844
2024,675,208,"ES","Henry County","Walnut Creek Elementary",724
2024,675,194,"ES","Henry County","Wesley Lakes Elementary School",762
2024,675,108,"ES","Henry County","Woodland Elementary School",542
2024,676,1050,"ES","Houston County","Bonaire Elementary School",576
2024,676,401,"ES","Houston County","Bonaire Primary School",485
2024,676,102,"ES","Houston County","C. B. Watson Primary School",470
2024,676,2050,"ES","Houston County","Centerville Elementary School",588
2024,676,194,"ES","Houston County","David A. Perdue Elementary School",641
2024,676,104,"ES","Houston County","David A. Perdue Primary ",551
2024,676,100,"ES","Houston County","Eagle Springs Elementary",645
2024,676,309,"ES","Houston County","Hilltop Elementary School",547
2024,676,3550,"ES","Houston County","Kings Chapel Elementary School",609
2024,676,208,"ES","Houston County","Lake Joy Elementary School",651
2024,676,103,"ES","Houston County","Lake Joy Primary School",509
2024,676,117,"ES","Houston County","Langston Road Elementary School",423
2024,676,402,"ES","Houston County","Langston Road Primary School",439
2024,676,199,"ES","Houston County","Matthew Arthur Elementary School",835
2024,676,5050,"ES","Houston County","Miller Elementary School",464
2024,676,2054,"ES","Houston County","Morningside Elementary School",440
2024,676,191,"ES","Houston County","Northside Elementary School",510
2024,676,3052,"ES","Houston County","Parkwood Elementary School",663
2024,676,175,"ES","Houston County","Pearl Stephens Elementary School",439
2024,676,195,"ES","Houston County","Quail Run Elementary School",593
2024,676,4054,"ES","Houston County","Russell Elementary School",548
2024,676,5054,"ES","Houston County","Shirley Hills Elementary School",483
2024,676,3056,"ES","Houston County","Tucker Elementary School",429
2024,676,2058,"ES","Houston County","Westside Elementary School",514
2024,677,188,"ES","Irwin County","Irwin County Elementary School",675
2024,678,104,"ES","Jackson County","East Jackson Elementary School",598
2024,678,209,"ES","Jackson County","Gum Springs Elementary School",1100
2024,678,2550,"ES","Jackson County","Maysville Elementary School",435
2024,678,3050,"ES","Jackson County","North Jackson Elementary School",686
2024,678,4050,"ES","Jackson County","South Jackson Elementary School",630
2024,678,101,"ES","Jackson County","West Jackson Elementary School",1162
2024,679,195,"ES","Jasper County","Jasper County Primary School",539
2024,679,100,"ES","Jasper County","Washington Park Elementary School",570
2024,680,175,"ES","Jeff Davis County","Jeff Davis Elementary School",697
2024,680,105,"ES","Jeff Davis County","Jeff Davis Primary School",665
2024,779,107,"ES","Jefferson City","Jefferson Academy",939
2024,779,3050,"ES","Jefferson City","Jefferson Elementary School",783
2024,681,1550,"ES","Jefferson County","Louisville Academy School",314
2024,681,3550,"ES","Jefferson County","Wrens Elementary School",356
2024,682,1050,"ES","Jenkins County","Jenkins County Elementary School",502
2024,683,197,"ES","Johnson County","Johnson County Elementary School",465
2024,684,199,"ES","Jones County","Dames Ferry Elementary School",518
2024,684,1550,"ES","Jones County","Gray Elementary School",447
2024,684,102,"ES","Jones County","Mattie Wells Elementary School",526
2024,684,114,"ES","Jones County","Turner Woods Elementary School",517
2024,685,105,"ES","Lamar County","Lamar County Elementary School",599
2024,685,205,"ES","Lamar County","Lamar County Primary School",678
2024,686,111,"ES","Lanier County","Lanier County Elementary School",747
2024,687,105,"ES","Laurens County","East Laurens Elementary School",469
2024,687,104,"ES","Laurens County","East Laurens Primary School",505
2024,687,201,"ES","Laurens County","Northwest Laurens Elementary",818
2024,687,101,"ES","Laurens County","Southwest Laurens Elementary",890
2024,688,197,"ES","Lee County","Kinchafoonee Primary School",566
2024,688,103,"ES","Lee County","Lee County Elementary School",585
2024,688,187,"ES","Lee County","Lee County Primary School",655
2024,688,393,"ES","Lee County","Twin Oaks Elementary",736
2024,689,180,"ES","Liberty County","Button Gwinnett Elementary School",553
2024,689,196,"ES","Liberty County","Frank Long Elementary School",708
2024,689,189,"ES","Liberty County","Joseph Martin Elementary School",785
2024,689,102,"ES","Liberty County","Liberty Elementary School ",738
2024,689,183,"ES","Liberty County","Lyman Hall Elementary School",597
2024,689,194,"ES","Liberty County","Taylors Creek Elementary School",690
2024,689,100,"ES","Liberty County","Waldo Pafford Elementary School",835
2024,690,176,"ES","Lincoln County","Lincoln County Elementary School",531
2024,691,289,"ES","Long County","McClelland Elementary School",1010
2024,691,100,"ES","Long County","Smiley Elementary School",1051
2024,692,1050,"ES","Lowndes County","Clyattville Elementary School",557
2024,692,100,"ES","Lowndes County","Dewar Elementary ",825
2024,692,195,"ES","Lowndes County","Hahira Elementary School",731
2024,692,4050,"ES","Lowndes County","Lake Park Elementary School",585
2024,692,194,"ES","Lowndes County","Moulton-Branch Elementary School",510
2024,692,211,"ES","Lowndes County","Pine Grove Elementary School",580
2024,692,111,"ES","Lowndes County","Westside Elementary School",859
2024,693,103,"ES","Lumpkin County","Blackburn Elementary School",765
2024,693,2050,"ES","Lumpkin County","Cottrell Elementary School",564
2024,693,191,"ES","Lumpkin County","Long Branch Elementary School",395
2024,694,198,"ES","Macon County","Macon County Elementary School",468
2024,695,1050,"ES","Madison County","Colbert Elementary School",434
2024,695,2050,"ES","Madison County","Comer Elementary School",392
2024,695,195,"ES","Madison County","Danielsville Elementary School",501
2024,695,101,"ES","Madison County","Hull-Sanford Elementary School",515
2024,695,4050,"ES","Madison County","Ila Elementary School",452
2024,781,188,"ES","Marietta City","A.L. Burruss Elementary School",382
2024,781,194,"ES","Marietta City","Dunleith Elementary School",556
2024,781,3050,"ES","Marietta City","Hickory Hills Elementary School",396
2024,781,294,"ES","Marietta City","Lockheed Elementary School",719
2024,781,2052,"ES","Marietta City","Park Street Elementary School",454
2024,781,104,"ES","Marietta City","Sawyer Road Elementary School",546
2024,781,5052,"ES","Marietta City","West Side Elementary School",531
2024,696,197,"ES","Marion County","L. K. Moss Elementary School",531
2024,697,191,"ES","McDuffie County","Dearing Elementary School",378
2024,697,179,"ES","McDuffie County","Maxwell Elementary School",360
2024,697,113,"ES","McDuffie County","Norris Elementary School",288
2024,697,4050,"ES","McDuffie County","Thomson Elementary School",308
2024,698,205,"ES","McIntosh County","Todd Grant Elementary School",606
2024,699,200,"ES","Meriwether County","Mountain View Elementary School",629
2024,699,100,"ES","Meriwether County","Unity Elementary School (PK-5)",364
2024,700,110,"ES","Miller County","Miller County Elementary School",325
2024,701,111,"ES","Mitchell County","Mitchell County Elementary School",252
2024,701,198,"ES","Mitchell County","Mitchell County Primary School",321
2024,702,111,"ES","Monroe County","Katherine B. Sutton Elementary School",622
2024,702,205,"ES","Monroe County","Samuel E. Hubbard Elementary School",656
2024,702,105,"ES","Monroe County","T.G. Scott Elementary School",756
2024,703,107,"ES","Montgomery County","Montgomery County Elementary School",384
2024,704,191,"ES","Morgan County","Morgan County Elementary School",776
2024,704,3050,"ES","Morgan County","Morgan County Primary School",755
2024,706,4065,"ES","Muscogee County","Allen Elementary School",446
2024,706,2052,"ES","Muscogee County","Blanchard Elementary School",431
2024,706,192,"ES","Muscogee County","Brewer Elementary School",490
