"sy","sys_id_ga","sys_nm","metro_resa","enr_k12"
2015,601,"Appling County",FALSE,3456
2016,601,"Appling County",FALSE,3382
2017,601,"Appling County",FALSE,3379
2018,601,"Appling County",FALSE,3410
2019,601,"Appling County",FALSE,3362
2020,601,"Appling County",FALSE,3343
2021,601,"Appling County",FALSE,3268
2022,601,"Appling County",FALSE,3269
2023,601,"Appling County",FALSE,3249
2024,601,"Appling County",FALSE,3237
2015,602,"Atkinson County",FALSE,1589
2016,602,"Atkinson County",FALSE,1619
2017,602,"Atkinson County",FALSE,1637
2018,602,"Atkinson County",FALSE,1602
2019,602,"Atkinson County",FALSE,1583
2020,602,"Atkinson County",FALSE,1592
2021,602,"Atkinson County",FALSE,1557
2022,602,"Atkinson County",FALSE,1521
2023,602,"Atkinson County",FALSE,1543
2024,602,"Atkinson County",FALSE,1491
2015,761,"Atlanta Public Schools",TRUE,50032
2016,761,"Atlanta Public Schools",TRUE,50399
2017,761,"Atlanta Public Schools",TRUE,50669
2018,761,"Atlanta Public Schools",TRUE,50847
2019,761,"Atlanta Public Schools",TRUE,51001
2020,761,"Atlanta Public Schools",TRUE,50999
2021,761,"Atlanta Public Schools",TRUE,49858
2022,761,"Atlanta Public Schools",TRUE,48753
2023,761,"Atlanta Public Schools",TRUE,49011
2024,761,"Atlanta Public Schools",TRUE,48325
2015,603,"Bacon County",FALSE,2026
2016,603,"Bacon County",FALSE,2046
2017,603,"Bacon County",FALSE,2016
2018,603,"Bacon County",FALSE,2040
2019,603,"Bacon County",FALSE,2048
2020,603,"Bacon County",FALSE,2013
2021,603,"Bacon County",FALSE,1980
2022,603,"Bacon County",FALSE,2020
2023,603,"Bacon County",FALSE,2035
2024,603,"Bacon County",FALSE,2009
2015,604,"Baker County",FALSE,314
2016,604,"Baker County",FALSE,308
2017,604,"Baker County",FALSE,281
2018,604,"Baker County",FALSE,267
2019,604,"Baker County",FALSE,271
2020,604,"Baker County",FALSE,246
2021,604,"Baker County",FALSE,276
2022,604,"Baker County",FALSE,284
2023,604,"Baker County",FALSE,287
2024,604,"Baker County",FALSE,283
2015,605,"Baldwin County",FALSE,5481
2016,605,"Baldwin County",FALSE,5340
2017,605,"Baldwin County",FALSE,5223
2018,605,"Baldwin County",FALSE,4934
2019,605,"Baldwin County",FALSE,4855
2020,605,"Baldwin County",FALSE,4746
2021,605,"Baldwin County",FALSE,4719
2022,605,"Baldwin County",FALSE,4604
2023,605,"Baldwin County",FALSE,4416
2024,605,"Baldwin County",FALSE,4312
2015,606,"Banks County",FALSE,2816
2016,606,"Banks County",FALSE,2802
2017,606,"Banks County",FALSE,2765
2018,606,"Banks County",FALSE,2776
2019,606,"Banks County",FALSE,2738
2020,606,"Banks County",FALSE,2733
2021,606,"Banks County",FALSE,2727
2022,606,"Banks County",FALSE,2793
2023,606,"Banks County",FALSE,2827
2024,606,"Banks County",FALSE,2860
2015,607,"Barrow County",FALSE,12995
2016,607,"Barrow County",FALSE,13000
2017,607,"Barrow County",FALSE,13120
2018,607,"Barrow County",FALSE,13351
2019,607,"Barrow County",FALSE,13568
2020,607,"Barrow County",FALSE,13777
2021,607,"Barrow County",FALSE,13588
2022,607,"Barrow County",FALSE,13865
2023,607,"Barrow County",FALSE,14367
2024,607,"Barrow County",FALSE,14729
2015,608,"Bartow County",FALSE,13582
2016,608,"Bartow County",FALSE,13332
2017,608,"Bartow County",FALSE,13328
2018,608,"Bartow County",FALSE,13087
2019,608,"Bartow County",FALSE,12973
2020,608,"Bartow County",FALSE,12919
2021,608,"Bartow County",FALSE,12849
2022,608,"Bartow County",FALSE,13079
2023,608,"Bartow County",FALSE,13254
2024,608,"Bartow County",FALSE,13594
2015,609,"Ben Hill County",FALSE,3097
2016,609,"Ben Hill County",FALSE,3085
2017,609,"Ben Hill County",FALSE,3063
2018,609,"Ben Hill County",FALSE,3006
2019,609,"Ben Hill County",FALSE,2946
2020,609,"Ben Hill County",FALSE,2879
2021,609,"Ben Hill County",FALSE,2833
2022,609,"Ben Hill County",FALSE,2852
2023,609,"Ben Hill County",FALSE,2803
2024,609,"Ben Hill County",FALSE,2756
2015,610,"Berrien County",FALSE,3054
2016,610,"Berrien County",FALSE,2987
2017,610,"Berrien County",FALSE,3022
2018,610,"Berrien County",FALSE,3020
2019,610,"Berrien County",FALSE,3010
2020,610,"Berrien County",FALSE,3015
2021,610,"Berrien County",FALSE,2886
2022,610,"Berrien County",FALSE,2880
2023,610,"Berrien County",FALSE,2935
2024,610,"Berrien County",FALSE,2967
2015,611,"Bibb County",FALSE,23490
2016,611,"Bibb County",FALSE,23631
2017,611,"Bibb County",FALSE,23163
2018,611,"Bibb County",FALSE,23237
2019,611,"Bibb County",FALSE,22966
2020,611,"Bibb County",FALSE,20898
2021,611,"Bibb County",FALSE,20548
2022,611,"Bibb County",FALSE,20287
2023,611,"Bibb County",FALSE,20489
2024,611,"Bibb County",FALSE,20462
2015,612,"Bleckley County",FALSE,2312
2016,612,"Bleckley County",FALSE,2357
2017,612,"Bleckley County",FALSE,2355
2018,612,"Bleckley County",FALSE,2389
2019,612,"Bleckley County",FALSE,2406
2020,612,"Bleckley County",FALSE,2385
2021,612,"Bleckley County",FALSE,2384
2022,612,"Bleckley County",FALSE,2443
2023,612,"Bleckley County",FALSE,2444
2024,612,"Bleckley County",FALSE,2459
2015,613,"Brantley County",FALSE,3315
2016,613,"Brantley County",FALSE,3275
2017,613,"Brantley County",FALSE,3301
2018,613,"Brantley County",FALSE,3232
2019,613,"Brantley County",FALSE,3258
2020,613,"Brantley County",FALSE,3247
2021,613,"Brantley County",FALSE,3201
2022,613,"Brantley County",FALSE,3184
2023,613,"Brantley County",FALSE,3191
2024,613,"Brantley County",FALSE,3220
2015,763,"Bremen City",FALSE,2050
2016,763,"Bremen City",FALSE,2147
2017,763,"Bremen City",FALSE,2202
2018,763,"Bremen City",FALSE,2215
2019,763,"Bremen City",FALSE,2224
2020,763,"Bremen City",FALSE,2236
2021,763,"Bremen City",FALSE,2213
2022,763,"Bremen City",FALSE,2277
2023,763,"Bremen City",FALSE,2280
2024,763,"Bremen City",FALSE,2284
2015,614,"Brooks County",FALSE,2073
2016,614,"Brooks County",FALSE,2028
2017,614,"Brooks County",FALSE,2013
2018,614,"Brooks County",FALSE,2030
2019,614,"Brooks County",FALSE,2056
2020,614,"Brooks County",FALSE,2075
2021,614,"Brooks County",FALSE,2092
2022,614,"Brooks County",FALSE,2012
2023,614,"Brooks County",FALSE,2039
2024,614,"Brooks County",FALSE,2090
2015,615,"Bryan County",FALSE,8263
2016,615,"Bryan County",FALSE,8521
2017,615,"Bryan County",FALSE,8651
2018,615,"Bryan County",FALSE,8882
2019,615,"Bryan County",FALSE,9323
2020,615,"Bryan County",FALSE,9450
2021,615,"Bryan County",FALSE,9415
2022,615,"Bryan County",FALSE,9764
2023,615,"Bryan County",FALSE,9859
2024,615,"Bryan County",FALSE,10128
2015,764,"Buford City",TRUE,4151
2016,764,"Buford City",TRUE,4309
2017,764,"Buford City",TRUE,4582
2018,764,"Buford City",TRUE,4789
2019,764,"Buford City",TRUE,4945
2020,764,"Buford City",TRUE,5155
2021,764,"Buford City",TRUE,5447
2022,764,"Buford City",TRUE,5742
2023,764,"Buford City",TRUE,5835
2024,764,"Buford City",TRUE,5920
2015,616,"Bulloch County",FALSE,9756
2016,616,"Bulloch County",FALSE,9862
2017,616,"Bulloch County",FALSE,10047
2018,616,"Bulloch County",FALSE,10115
2019,616,"Bulloch County",FALSE,10142
2020,616,"Bulloch County",FALSE,10386
2021,616,"Bulloch County",FALSE,10394
2022,616,"Bulloch County",FALSE,10517
2023,616,"Bulloch County",FALSE,10535
2024,616,"Bulloch County",FALSE,10542
2015,617,"Burke County",FALSE,4128
2016,617,"Burke County",FALSE,4037
2017,617,"Burke County",FALSE,4008
2018,617,"Burke County",FALSE,3932
2019,617,"Burke County",FALSE,3892
2020,617,"Burke County",FALSE,3991
2021,617,"Burke County",FALSE,3954
2022,617,"Burke County",FALSE,3842
2023,617,"Burke County",FALSE,3742
2024,617,"Burke County",FALSE,3674
2015,618,"Butts County",FALSE,3411
2016,618,"Butts County",FALSE,3333
2017,618,"Butts County",FALSE,3298
2018,618,"Butts County",FALSE,3320
2019,618,"Butts County",FALSE,3320
2020,618,"Butts County",FALSE,3353
2021,618,"Butts County",FALSE,3281
2022,618,"Butts County",FALSE,3367
2023,618,"Butts County",FALSE,3400
2024,618,"Butts County",FALSE,3361
2015,765,"Calhoun City",FALSE,3794
2016,765,"Calhoun City",FALSE,3929
2017,765,"Calhoun City",FALSE,3921
2018,765,"Calhoun City",FALSE,3858
2019,765,"Calhoun City",FALSE,3892
2020,765,"Calhoun City",FALSE,4002
2021,765,"Calhoun City",FALSE,3965
2022,765,"Calhoun City",FALSE,3949
2023,765,"Calhoun City",FALSE,3914
2024,765,"Calhoun City",FALSE,4059
2015,619,"Calhoun County",FALSE,665
2016,619,"Calhoun County",FALSE,631
2017,619,"Calhoun County",FALSE,614
2018,619,"Calhoun County",FALSE,579
2019,619,"Calhoun County",FALSE,530
2020,619,"Calhoun County",FALSE,507
2021,619,"Calhoun County",FALSE,469
2022,619,"Calhoun County",FALSE,449
2023,619,"Calhoun County",FALSE,451
2024,619,"Calhoun County",FALSE,413
2015,620,"Camden County",FALSE,8761
2016,620,"Camden County",FALSE,8771
2017,620,"Camden County",FALSE,8930
2018,620,"Camden County",FALSE,8986
2019,620,"Camden County",FALSE,9092
2020,620,"Camden County",FALSE,9011
2021,620,"Camden County",FALSE,8873
2022,620,"Camden County",FALSE,9032
2023,620,"Camden County",FALSE,9238
2024,620,"Camden County",FALSE,9396
2015,621,"Candler County",FALSE,2047
2016,621,"Candler County",FALSE,2036
2017,621,"Candler County",FALSE,2054
2018,621,"Candler County",FALSE,2051
2019,621,"Candler County",FALSE,2103
2020,621,"Candler County",FALSE,2092
2021,621,"Candler County",FALSE,2102
2022,621,"Candler County",FALSE,2060
2023,621,"Candler County",FALSE,2074
2024,621,"Candler County",FALSE,2024
2015,622,"Carroll County",FALSE,14172
2016,622,"Carroll County",FALSE,14292
2017,622,"Carroll County",FALSE,14328
2018,622,"Carroll County",FALSE,14282
2019,622,"Carroll County",FALSE,14490
2020,622,"Carroll County",FALSE,14422
2021,622,"Carroll County",FALSE,14416
2022,622,"Carroll County",FALSE,14748
2023,622,"Carroll County",FALSE,15366
2024,622,"Carroll County",FALSE,15666
2015,766,"Carrollton City",FALSE,4809
2016,766,"Carrollton City",FALSE,4810
2017,766,"Carrollton City",FALSE,4914
2018,766,"Carrollton City",FALSE,4978
2019,766,"Carrollton City",FALSE,5105
2020,766,"Carrollton City",FALSE,5272
2021,766,"Carrollton City",FALSE,5222
2022,766,"Carrollton City",FALSE,5323
2023,766,"Carrollton City",FALSE,5440
2024,766,"Carrollton City",FALSE,5560
2015,767,"Cartersville City",FALSE,4061
2016,767,"Cartersville City",FALSE,4126
2017,767,"Cartersville City",FALSE,4255
2018,767,"Cartersville City",FALSE,4360
2019,767,"Cartersville City",FALSE,4381
2020,767,"Cartersville City",FALSE,4519
2021,767,"Cartersville City",FALSE,4426
2022,767,"Cartersville City",FALSE,4334
2023,767,"Cartersville City",FALSE,4352
2024,767,"Cartersville City",FALSE,4401
2015,623,"Catoosa County",FALSE,10590
2016,623,"Catoosa County",FALSE,10551
2017,623,"Catoosa County",FALSE,10397
2018,623,"Catoosa County",FALSE,10510
2019,623,"Catoosa County",FALSE,10432
2020,623,"Catoosa County",FALSE,10448
2021,623,"Catoosa County",FALSE,10246
2022,623,"Catoosa County",FALSE,10294
2023,623,"Catoosa County",FALSE,10111
2024,623,"Catoosa County",FALSE,9860
2015,624,"Charlton County",FALSE,1571
2016,624,"Charlton County",FALSE,1610
2017,624,"Charlton County",FALSE,1594
2018,624,"Charlton County",FALSE,1632
2019,624,"Charlton County",FALSE,1628
2020,624,"Charlton County",FALSE,1592
2021,624,"Charlton County",FALSE,1584
2022,624,"Charlton County",FALSE,1588
2023,624,"Charlton County",FALSE,1593
2024,624,"Charlton County",FALSE,1591
2015,626,"Chattahoochee County",FALSE,866
2016,626,"Chattahoochee County",FALSE,845
2017,626,"Chattahoochee County",FALSE,822
2018,626,"Chattahoochee County",FALSE,822
2019,626,"Chattahoochee County",FALSE,876
2020,626,"Chattahoochee County",FALSE,900
2021,626,"Chattahoochee County",FALSE,868
2022,626,"Chattahoochee County",FALSE,934
2023,626,"Chattahoochee County",FALSE,947
2024,626,"Chattahoochee County",FALSE,923
2015,627,"Chattooga County",FALSE,2736
2016,627,"Chattooga County",FALSE,2687
2017,627,"Chattooga County",FALSE,2739
2018,627,"Chattooga County",FALSE,2703
2019,627,"Chattooga County",FALSE,2601
2020,627,"Chattooga County",FALSE,2586
2021,627,"Chattooga County",FALSE,2505
2022,627,"Chattooga County",FALSE,2426
2023,627,"Chattooga County",FALSE,2464
2024,627,"Chattooga County",FALSE,2580
2015,628,"Cherokee County",FALSE,40140
2016,628,"Cherokee County",FALSE,40718
2017,628,"Cherokee County",FALSE,41366
2018,628,"Cherokee County",FALSE,41736
2019,628,"Cherokee County",FALSE,41831
2020,628,"Cherokee County",FALSE,42110
2021,628,"Cherokee County",FALSE,40807
2022,628,"Cherokee County",FALSE,41472
2023,628,"Cherokee County",FALSE,41428
2024,628,"Cherokee County",FALSE,41258
2015,769,"Chickamauga City",FALSE,1368
2016,769,"Chickamauga City",FALSE,1348
2017,769,"Chickamauga City",FALSE,1298
2018,769,"Chickamauga City",FALSE,1305
2019,769,"Chickamauga City",FALSE,1314
2020,769,"Chickamauga City",FALSE,1283
2021,769,"Chickamauga City",FALSE,1261
2022,769,"Chickamauga City",FALSE,1265
2023,769,"Chickamauga City",FALSE,1275
2024,769,"Chickamauga City",FALSE,1234
2015,773,"City Schools of Decatur",TRUE,4345
2016,773,"City Schools of Decatur",TRUE,4661
2017,773,"City Schools of Decatur",TRUE,5040
2018,773,"City Schools of Decatur",TRUE,5317
2019,773,"City Schools of Decatur",TRUE,5540
2020,773,"City Schools of Decatur",TRUE,5695
2021,773,"City Schools of Decatur",TRUE,5620
2022,773,"City Schools of Decatur",TRUE,5477
2023,773,"City Schools of Decatur",TRUE,5484
2024,773,"City Schools of Decatur",TRUE,5356
2015,629,"Clarke County",FALSE,12282
2016,629,"Clarke County",FALSE,12347
2017,629,"Clarke County",FALSE,12532
2018,629,"Clarke County",FALSE,12679
2019,629,"Clarke County",FALSE,12595
2020,629,"Clarke County",FALSE,12371
2021,629,"Clarke County",FALSE,11831
2022,629,"Clarke County",FALSE,11799
2023,629,"Clarke County",FALSE,11516
2024,629,"Clarke County",FALSE,11528
2015,630,"Clay County",FALSE,282
2016,630,"Clay County",FALSE,247
2017,630,"Clay County",FALSE,205
2018,630,"Clay County",FALSE,211
2019,630,"Clay County",FALSE,184
2020,630,"Clay County",FALSE,195
2021,630,"Clay County",FALSE,182
2022,630,"Clay County",FALSE,181
2023,630,"Clay County",FALSE,180
2024,630,"Clay County",FALSE,187
2015,631,"Clayton County",TRUE,52496
2016,631,"Clayton County",TRUE,53262
2017,631,"Clayton County",TRUE,53488
2018,631,"Clayton County",TRUE,53671
2019,631,"Clayton County",TRUE,53854
2020,631,"Clayton County",TRUE,53438
2021,631,"Clayton County",TRUE,51407
2022,631,"Clayton County",TRUE,51399
2023,631,"Clayton County",TRUE,50845
2024,631,"Clayton County",TRUE,49455
2015,632,"Clinch County",FALSE,1318
2016,632,"Clinch County",FALSE,1305
2017,632,"Clinch County",FALSE,1308
2018,632,"Clinch County",FALSE,1311
2019,632,"Clinch County",FALSE,1264
2020,632,"Clinch County",FALSE,1248
2021,632,"Clinch County",FALSE,1224
2022,632,"Clinch County",FALSE,1192
2023,632,"Clinch County",FALSE,1174
2024,632,"Clinch County",FALSE,1152
2015,633,"Cobb County",TRUE,110945
2016,633,"Cobb County",TRUE,111918
2017,633,"Cobb County",TRUE,112383
2018,633,"Cobb County",TRUE,111186
2019,633,"Cobb County",TRUE,110878
2020,633,"Cobb County",TRUE,111122
2021,633,"Cobb County",TRUE,106621
2022,633,"Cobb County",TRUE,106203
2023,633,"Cobb County",TRUE,105886
2024,633,"Cobb County",TRUE,105437
2015,634,"Coffee County",FALSE,7354
2016,634,"Coffee County",FALSE,7341
2017,634,"Coffee County",FALSE,7282
2018,634,"Coffee County",FALSE,7265
2019,634,"Coffee County",FALSE,7259
2020,634,"Coffee County",FALSE,7317
2021,634,"Coffee County",FALSE,7170
2022,634,"Coffee County",FALSE,7145
2023,634,"Coffee County",FALSE,7111
2024,634,"Coffee County",FALSE,7212
2015,635,"Colquitt County",FALSE,9073
2016,635,"Colquitt County",FALSE,9005
2017,635,"Colquitt County",FALSE,9106
2018,635,"Colquitt County",FALSE,9078
2019,635,"Colquitt County",FALSE,9013
2020,635,"Colquitt County",FALSE,8884
2021,635,"Colquitt County",FALSE,8616
2022,635,"Colquitt County",FALSE,8456
2023,635,"Colquitt County",FALSE,8291
2024,635,"Colquitt County",FALSE,8336
2015,636,"Columbia County",FALSE,25170
2016,636,"Columbia County",FALSE,25715
2017,636,"Columbia County",FALSE,26462
2018,636,"Columbia County",FALSE,26662
2019,636,"Columbia County",FALSE,27218
2020,636,"Columbia County",FALSE,27759
2021,636,"Columbia County",FALSE,27794
2022,636,"Columbia County",FALSE,28221
2023,636,"Columbia County",FALSE,28593
2024,636,"Columbia County",FALSE,28486
2015,771,"Commerce City",FALSE,1449
2016,771,"Commerce City",FALSE,1498
2017,771,"Commerce City",FALSE,1522
2018,771,"Commerce City",FALSE,1575
2019,771,"Commerce City",FALSE,1634
2020,771,"Commerce City",FALSE,1629
2021,771,"Commerce City",FALSE,1653
2022,771,"Commerce City",FALSE,1690
2023,771,"Commerce City",FALSE,1720
2024,771,"Commerce City",FALSE,1805
2015,637,"Cook County",FALSE,3123
2016,637,"Cook County",FALSE,3086
2017,637,"Cook County",FALSE,3079
2018,637,"Cook County",FALSE,3041
2019,637,"Cook County",FALSE,2960
2020,637,"Cook County",FALSE,2969
2021,637,"Cook County",FALSE,2970
2022,637,"Cook County",FALSE,2921
2023,637,"Cook County",FALSE,2926
2024,637,"Cook County",FALSE,2883
2015,638,"Coweta County",FALSE,21713
2016,638,"Coweta County",FALSE,21804
2017,638,"Coweta County",FALSE,21899
2018,638,"Coweta County",FALSE,22178
2019,638,"Coweta County",FALSE,22160
2020,638,"Coweta County",FALSE,22212
2021,638,"Coweta County",FALSE,21693
2022,638,"Coweta County",FALSE,22044
2023,638,"Coweta County",FALSE,22465
2024,638,"Coweta County",FALSE,22302
2015,639,"Crawford County",FALSE,1680
2016,639,"Crawford County",FALSE,1649
2017,639,"Crawford County",FALSE,1600
2018,639,"Crawford County",FALSE,1621
2019,639,"Crawford County",FALSE,1645
2020,639,"Crawford County",FALSE,1621
2021,639,"Crawford County",FALSE,1575
2022,639,"Crawford County",FALSE,1551
2023,639,"Crawford County",FALSE,1495
2024,639,"Crawford County",FALSE,1494
2015,640,"Crisp County",FALSE,3982
2016,640,"Crisp County",FALSE,3908
2017,640,"Crisp County",FALSE,3894
2018,640,"Crisp County",FALSE,3822
2019,640,"Crisp County",FALSE,3717
2020,640,"Crisp County",FALSE,3656
2021,640,"Crisp County",FALSE,3531
2022,640,"Crisp County",FALSE,3470
2023,640,"Crisp County",FALSE,3365
2024,640,"Crisp County",FALSE,3220
2015,641,"Dade County",FALSE,2070
2016,641,"Dade County",FALSE,2018
2017,641,"Dade County",FALSE,2043
2018,641,"Dade County",FALSE,2005
2019,641,"Dade County",FALSE,2045
2020,641,"Dade County",FALSE,2059
2021,641,"Dade County",FALSE,1988
2022,641,"Dade County",FALSE,1921
2023,641,"Dade County",FALSE,1949
2024,641,"Dade County",FALSE,1921
2015,772,"Dalton Public Schools",FALSE,7486
2016,772,"Dalton Public Schools",FALSE,7593
2017,772,"Dalton Public Schools",FALSE,7777
2018,772,"Dalton Public Schools",FALSE,7527
2019,772,"Dalton Public Schools",FALSE,7549
2020,772,"Dalton Public Schools",FALSE,7490
2021,772,"Dalton Public Schools",FALSE,7394
2022,772,"Dalton Public Schools",FALSE,7342
2023,772,"Dalton Public Schools",FALSE,7290
2024,772,"Dalton Public Schools",FALSE,7292
2015,642,"Dawson County",FALSE,3406
2016,642,"Dawson County",FALSE,3388
2017,642,"Dawson County",FALSE,3360
2018,642,"Dawson County",FALSE,3414
2019,642,"Dawson County",FALSE,3475
2020,642,"Dawson County",FALSE,3535
2021,642,"Dawson County",FALSE,3576
2022,642,"Dawson County",FALSE,3690
2023,642,"Dawson County",FALSE,3763
2024,642,"Dawson County",FALSE,3931
2015,644,"DeKalb County",TRUE,98255
2016,644,"DeKalb County",TRUE,98563
2017,644,"DeKalb County",TRUE,98511
2018,644,"DeKalb County",TRUE,97363
2019,644,"DeKalb County",TRUE,96133
2020,644,"DeKalb County",TRUE,95749
2021,644,"DeKalb County",TRUE,90930
2022,644,"DeKalb County",TRUE,90773
2023,644,"DeKalb County",TRUE,89381
2024,644,"DeKalb County",TRUE,88303
2015,643,"Decatur County",FALSE,5004
2016,643,"Decatur County",FALSE,5004
2017,643,"Decatur County",FALSE,4948
2018,643,"Decatur County",FALSE,4899
2019,643,"Decatur County",FALSE,4785
2020,643,"Decatur County",FALSE,4457
2021,643,"Decatur County",FALSE,4254
2022,643,"Decatur County",FALSE,4172
2023,643,"Decatur County",FALSE,4067
2024,643,"Decatur County",FALSE,4017
2022,890,"Department of Corrections",FALSE,63
2017,891,"Department of Juvenile Justice",FALSE,480
2018,891,"Department of Juvenile Justice",FALSE,504
2019,891,"Department of Juvenile Justice",FALSE,481
2020,891,"Department of Juvenile Justice",FALSE,504
2021,891,"Department of Juvenile Justice",FALSE,355
2022,891,"Department of Juvenile Justice",FALSE,395
2023,891,"Department of Juvenile Justice",FALSE,372
2024,891,"Department of Juvenile Justice",FALSE,422
2015,645,"Dodge County",FALSE,3127
2016,645,"Dodge County",FALSE,3079
2017,645,"Dodge County",FALSE,3057
2018,645,"Dodge County",FALSE,3034
2019,645,"Dodge County",FALSE,2971
2020,645,"Dodge County",FALSE,2953
2021,645,"Dodge County",FALSE,2870
2022,645,"Dodge County",FALSE,2757
2023,645,"Dodge County",FALSE,2689
2024,645,"Dodge County",FALSE,2599
2015,646,"Dooly County",FALSE,1307
2016,646,"Dooly County",FALSE,1314
2017,646,"Dooly County",FALSE,1236
2018,646,"Dooly County",FALSE,1190
2019,646,"Dooly County",FALSE,1157
2020,646,"Dooly County",FALSE,1141
2021,646,"Dooly County",FALSE,1124
2022,646,"Dooly County",FALSE,1060
2023,646,"Dooly County",FALSE,1053
2024,646,"Dooly County",FALSE,1047
2015,647,"Dougherty County",FALSE,14976
2016,647,"Dougherty County",FALSE,14860
2017,647,"Dougherty County",FALSE,14618
2018,647,"Dougherty County",FALSE,14219
2019,647,"Dougherty County",FALSE,13781
2020,647,"Dougherty County",FALSE,13508
2021,647,"Dougherty County",FALSE,12990
2022,647,"Dougherty County",FALSE,12694
2023,647,"Dougherty County",FALSE,12682
2024,647,"Dougherty County",FALSE,12564
2015,648,"Douglas County",TRUE,25740
2016,648,"Douglas County",TRUE,25845
2017,648,"Douglas County",TRUE,26126
2018,648,"Douglas County",TRUE,26273
2019,648,"Douglas County",TRUE,26331
2020,648,"Douglas County",TRUE,26420
2021,648,"Douglas County",TRUE,25716
2022,648,"Douglas County",TRUE,25743
2023,648,"Douglas County",TRUE,25609
2024,648,"Douglas County",TRUE,25582
2015,774,"Dublin City",FALSE,2431
2016,774,"Dublin City",FALSE,2393
2017,774,"Dublin City",FALSE,2349
2018,774,"Dublin City",FALSE,2219
2019,774,"Dublin City",FALSE,2204
2020,774,"Dublin City",FALSE,2137
2021,774,"Dublin City",FALSE,2201
2022,774,"Dublin City",FALSE,2203
2023,774,"Dublin City",FALSE,2154
2024,774,"Dublin City",FALSE,2225
2015,649,"Early County",FALSE,2091
2016,649,"Early County",FALSE,2103
2017,649,"Early County",FALSE,2041
2018,649,"Early County",FALSE,1970
2019,649,"Early County",FALSE,1928
2020,649,"Early County",FALSE,1860
2021,649,"Early County",FALSE,1723
2022,649,"Early County",FALSE,1642
2023,649,"Early County",FALSE,1602
2024,649,"Early County",FALSE,1479
2015,650,"Echols County",FALSE,773
2016,650,"Echols County",FALSE,781
2017,650,"Echols County",FALSE,778
2018,650,"Echols County",FALSE,795
2019,650,"Echols County",FALSE,809
2020,650,"Echols County",FALSE,815
2021,650,"Echols County",FALSE,812
2022,650,"Echols County",FALSE,827
2023,650,"Echols County",FALSE,846
2024,650,"Echols County",FALSE,847
2015,651,"Effingham County",FALSE,11066
2016,651,"Effingham County",FALSE,11268
2017,651,"Effingham County",FALSE,11403
2018,651,"Effingham County",FALSE,11782
2019,651,"Effingham County",FALSE,12115
2020,651,"Effingham County",FALSE,12341
2021,651,"Effingham County",FALSE,12425
2022,651,"Effingham County",FALSE,12983
2023,651,"Effingham County",FALSE,13387
2024,651,"Effingham County",FALSE,13680
2015,652,"Elbert County",FALSE,2863
2016,652,"Elbert County",FALSE,2899
2017,652,"Elbert County",FALSE,2893
2018,652,"Elbert County",FALSE,2884
2019,652,"Elbert County",FALSE,2882
2020,652,"Elbert County",FALSE,2895
2021,652,"Elbert County",FALSE,2904
2022,652,"Elbert County",FALSE,2884
2023,652,"Elbert County",FALSE,2921
2024,652,"Elbert County",FALSE,2917
2015,653,"Emanuel County",FALSE,4047
2016,653,"Emanuel County",FALSE,4044
2017,653,"Emanuel County",FALSE,4129
2018,653,"Emanuel County",FALSE,4082
2019,653,"Emanuel County",FALSE,4021
2020,653,"Emanuel County",FALSE,3928
2021,653,"Emanuel County",FALSE,3869
2022,653,"Emanuel County",FALSE,3755
2023,653,"Emanuel County",FALSE,3829
2024,653,"Emanuel County",FALSE,3755
2015,654,"Evans County",FALSE,1775
2016,654,"Evans County",FALSE,1729
2017,654,"Evans County",FALSE,1738
2018,654,"Evans County",FALSE,1794
2019,654,"Evans County",FALSE,1782
2020,654,"Evans County",FALSE,1815
2021,654,"Evans County",FALSE,1767
2022,654,"Evans County",FALSE,1721
2023,654,"Evans County",FALSE,1725
2024,654,"Evans County",FALSE,1681
2015,655,"Fannin County",FALSE,2929
2016,655,"Fannin County",FALSE,2927
2017,655,"Fannin County",FALSE,2901
2018,655,"Fannin County",FALSE,2931
2019,655,"Fannin County",FALSE,2919
2020,655,"Fannin County",FALSE,2833
2021,655,"Fannin County",FALSE,2790
2022,655,"Fannin County",FALSE,2738
2023,655,"Fannin County",FALSE,2717
2024,655,"Fannin County",FALSE,2728
2015,656,"Fayette County",FALSE,19783
2016,656,"Fayette County",FALSE,19790
2017,656,"Fayette County",FALSE,19784
2018,656,"Fayette County",FALSE,19777
2019,656,"Fayette County",FALSE,19973
2020,656,"Fayette County",FALSE,20162
2021,656,"Fayette County",FALSE,19552
2022,656,"Fayette County",FALSE,19569
2023,656,"Fayette County",FALSE,19690
2024,656,"Fayette County",FALSE,19514
2015,657,"Floyd County",FALSE,9602
2016,657,"Floyd County",FALSE,9579
2017,657,"Floyd County",FALSE,9475
2018,657,"Floyd County",FALSE,9333
2019,657,"Floyd County",FALSE,9216
2020,657,"Floyd County",FALSE,9112
2021,657,"Floyd County",FALSE,8867
2022,657,"Floyd County",FALSE,8552
2023,657,"Floyd County",FALSE,8501
2024,657,"Floyd County",FALSE,8424
2015,658,"Forsyth County",TRUE,42104
2016,658,"Forsyth County",TRUE,43935
2017,658,"Forsyth County",TRUE,45768
2018,658,"Forsyth County",TRUE,47233
2019,658,"Forsyth County",TRUE,48827
2020,658,"Forsyth County",TRUE,50034
2021,658,"Forsyth County",TRUE,50712
2022,658,"Forsyth County",TRUE,52347
2023,658,"Forsyth County",TRUE,53637
